"Pathway","KO","protein_id","gene","product","Description"
"map00260","K00605","WP_205251308.1","QSJ49_RS01565","aminomethyltransferase family protein","Glycine, serine and threonine metabolism"
"map00260","K01733","WP_010903552.1","QSJ49_RS09835","threonine synthase","Glycine, serine and threonine metabolism"
"map00260","K00133","WP_205250803.1","QSJ49_RS07160","aspartate-semialdehyde dehydrogenase","Glycine, serine and threonine metabolism"
"map00260","K01079","WP_235157065.1","QSJ49_RS00660","phosphoserine phosphatase SerB","Glycine, serine and threonine metabolism"
"map00260","K15633","WP_205251003.1","QSJ49_RS08950","2-2C3-bisphosphoglycerate-independent phosphoglycerate mutase","Glycine, serine and threonine metabolism"
"map00260","K01754","WP_010903546.1","QSJ49_RS09805","threonine ammonia-lyase","Glycine, serine and threonine metabolism"
"map00260","K00600","WP_205250791.1","QSJ49_RS07085","serine hydroxymethyltransferase","Glycine, serine and threonine metabolism"
"map00260","K00872","WP_235157615.1","QSJ49_RS08590","homoserine kinase","Glycine, serine and threonine metabolism"
"map00260","K01733","WP_338416976.1","QSJ49_RS00680","threonine synthase","Glycine, serine and threonine metabolism"
"map00260","K17103","WP_010902547.1","QSJ49_RS04565","protein sorting system archaetidylserine synthase","Glycine, serine and threonine metabolism"
"map00260","K01696","WP_205251433.1","QSJ49_RS02690","tryptophan synthase subunit beta","Glycine, serine and threonine metabolism"
"map00260","K00058","WP_205251346.1","QSJ49_RS01920","C-terminal binding protein","Glycine, serine and threonine metabolism"
"map00260","K00003","WP_205251311.1","QSJ49_RS01625","homoserine dehydrogenase","Glycine, serine and threonine metabolism"
"map00261","K00133","WP_205250803.1","QSJ49_RS07160","aspartate-semialdehyde dehydrogenase","Monobactam biosynthesis"
"map00261","K01714","WP_205251496.1","QSJ49_RS03210","dihydrodipicolinate synthase family protein","Monobactam biosynthesis"
"map00261","K00928","WP_010903772.1","QSJ49_RS00465","aspartate kinase","Monobactam biosynthesis"
"map00270","K00789","WP_285265534.1","QSJ49_RS06610","methionine adenosyltransferase","Cysteine and methionine metabolism"
"map00270","K00016","WP_010903765.1","QSJ49_RS00415","malate dehydrogenase","Cysteine and methionine metabolism"
"map00270","K00772","WP_205251444.1","QSJ49_RS02810","S-methyl-5'-thioadenosine phosphorylase","Cysteine and methionine metabolism"
"map00270","K08963","WP_205250988.1","QSJ49_RS08825","ribose 1-2C5-bisphosphate isomerase","Cysteine and methionine metabolism"
"map00270","K00133","WP_205250803.1","QSJ49_RS07160","aspartate-semialdehyde dehydrogenase","Cysteine and methionine metabolism"
"map00270","K00826","WP_205251467.1","QSJ49_RS02985","aminodeoxychorismate lyase","Cysteine and methionine metabolism"
"map00270","K00872","WP_235157615.1","QSJ49_RS08590","homoserine kinase","Cysteine and methionine metabolism"
"map00270","K00812","WP_205251525.1","QSJ49_RS03440","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","Cysteine and methionine metabolism"
"map00270","K00826","WP_010903564.1","QSJ49_RS09895","branched-chain amino acid transaminase","Cysteine and methionine metabolism"
"map00270","K00928","WP_010903772.1","QSJ49_RS00465","aspartate kinase","Cysteine and methionine metabolism"
"map00270","K00003","WP_205251311.1","QSJ49_RS01625","homoserine dehydrogenase","Cysteine and methionine metabolism"
"map00270","K01251","WP_010903672.1","QSJ49_RS10440","adenosylhomocysteinase","Cysteine and methionine metabolism"
"map00270","K01738","WP_012289191.1","QSJ49_RS03880","PLP-dependent cysteine synthase family protein","Cysteine and methionine metabolism"
"map00270","K00641","WP_205251250.1","QSJ49_RS00645","homoserine O-acetyltransferase","Cysteine and methionine metabolism"
"map00270","K01011","WP_235157091.1","QSJ49_RS00540","sulfurtransferase","Cysteine and methionine metabolism"
"map00270","K00058","WP_235157063.1","QSJ49_RS00665","phosphoglycerate dehydrogenase","Cysteine and methionine metabolism"
"map00270","K01758","WP_010902556.1","QSJ49_RS04615","PLP-dependent aspartate aminotransferase family protein","Cysteine and methionine metabolism"
"map00270","K12960","WP_205251161.1","QSJ49_RS10435","amidohydrolase","Cysteine and methionine metabolism"
"map00270","K00549","WP_338416902.1","QSJ49_RS06060","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase","Cysteine and methionine metabolism"
"map00270","K00558","WP_205250680.1","QSJ49_RS10750","DNA cytosine methyltransferase","Cysteine and methionine metabolism"
"map00270","K12960","WP_285265078.1","QSJ49_RS06240","5'-deoxyadenosine deaminase","Cysteine and methionine metabolism"
"map00270","K00058","WP_205251346.1","QSJ49_RS01920","C-terminal binding protein","Cysteine and methionine metabolism"
"map00270","K01740","WP_235157068.1","QSJ49_RS00650","O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein","Cysteine and methionine metabolism"
"map00270","K00640","WP_010903081.1","QSJ49_RS07350","serine O-acetyltransferase","Cysteine and methionine metabolism"
"map00270","K00812","WP_205251582.1","QSJ49_RS03960","pyridoxal phosphate-dependent aminotransferase","Cysteine and methionine metabolism"
"map00270","K01738","WP_136361467.1","QSJ49_RS06625","PLP-dependent cysteine synthase family protein","Cysteine and methionine metabolism"
"map00280","K01641","WP_285253456.1","QSJ49_RS07865","hydroxymethylglutaryl-CoA synthase","Valine, leucine and isoleucine degradation"
"map00280","K00826","WP_205251467.1","QSJ49_RS02985","aminodeoxychorismate lyase","Valine, leucine and isoleucine degradation"
"map00280","K00626","WP_205251681.1","QSJ49_RS05135","thiolase family protein","Valine, leucine and isoleucine degradation"
"map00280","K00128","WP_010903877.1","QSJ49_RS01040","aldehyde dehydrogenase family protein","Valine, leucine and isoleucine degradation"
"map00280","K00826","WP_010903564.1","QSJ49_RS09895","branched-chain amino acid transaminase","Valine, leucine and isoleucine degradation"
"map00280","K01848","WP_205251590.1","QSJ49_RS04055","methylmalonyl-CoA mutase family protein","Valine, leucine and isoleucine degradation"
"map00280","K00248","WP_010903082.1","QSJ49_RS07355","acyl-CoA dehydrogenase family protein","Valine, leucine and isoleucine degradation"
"map00280","K01848","WP_205251511.1","QSJ49_RS03355","methylmalonyl-CoA mutase family protein","Valine, leucine and isoleucine degradation"
"map00280","K11263","WP_205250846.1","QSJ49_RS07545","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","Valine, leucine and isoleucine degradation"
"map00280","K00248","WP_205251601.1","QSJ49_RS04165","acyl-CoA dehydrogenase","Valine, leucine and isoleucine degradation"
"map00280","K05606","WP_205251509.1","QSJ49_RS03345","methylmalonyl-CoA epimerase","Valine, leucine and isoleucine degradation"
"map00280","K00632","WP_205251081.1","QSJ49_RS09650","thiolase family protein","Valine, leucine and isoleucine degradation"
"map00280","K01849","WP_010902462.1","QSJ49_RS04135","cobalamin B12-binding domain-containing protein","Valine, leucine and isoleucine degradation"
"map00280","K00626","WP_205251599.1","QSJ49_RS04155","thiolase domain-containing protein","Valine, leucine and isoleucine degradation"
"map00280","K00382","WP_205251148.1","QSJ49_RS10320","dihydrolipoyl dehydrogenase","Valine, leucine and isoleucine degradation"
"map00280","K00248","WP_205251630.1","QSJ49_RS04535","acyl-CoA dehydrogenase family protein","Valine, leucine and isoleucine degradation"
"map00290","K00826","WP_205251467.1","QSJ49_RS02985","aminodeoxychorismate lyase","Valine, leucine and isoleucine biosynthesis"
"map00290","K00826","WP_010903564.1","QSJ49_RS09895","branched-chain amino acid transaminase","Valine, leucine and isoleucine biosynthesis"
"map00290","K01754","WP_010903546.1","QSJ49_RS09805","threonine ammonia-lyase","Valine, leucine and isoleucine biosynthesis"
"map00300","K01714","WP_205251496.1","QSJ49_RS03210","dihydrodipicolinate synthase family protein","Lysine biosynthesis"
"map00300","K00928","WP_010903772.1","QSJ49_RS00465","aspartate kinase","Lysine biosynthesis"
"map00300","K00003","WP_205251311.1","QSJ49_RS01625","homoserine dehydrogenase","Lysine biosynthesis"
"map00300","K00133","WP_205250803.1","QSJ49_RS07160","aspartate-semialdehyde dehydrogenase","Lysine biosynthesis"
"map00310","K00128","WP_010903877.1","QSJ49_RS01040","aldehyde dehydrogenase family protein","Lysine degradation"
"map00310","K00382","WP_205251148.1","QSJ49_RS10320","dihydrolipoyl dehydrogenase","Lysine degradation"
"map00310","K00626","WP_205251681.1","QSJ49_RS05135","thiolase family protein","Lysine degradation"
"map00310","K00135","WP_010902663.1","QSJ49_RS05165","aldehyde dehydrogenase family protein","Lysine degradation"
"map00310","K00626","WP_205251599.1","QSJ49_RS04155","thiolase domain-containing protein","Lysine degradation"
"map00310","K00252","WP_012289518.1","QSJ49_RS00955","acyl-CoA dehydrogenase family protein","Lysine degradation"
"map00330","K00812","WP_205251525.1","QSJ49_RS03440","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","Arginine and proline metabolism"
"map00330","K01470","WP_205250946.1","QSJ49_RS08485","creatininase family protein","Arginine and proline metabolism"
"map00330","K00128","WP_010903877.1","QSJ49_RS01040","aldehyde dehydrogenase family protein","Arginine and proline metabolism"
"map00330","K00318","WP_010903562.1","QSJ49_RS09885","proline dehydrogenase","Arginine and proline metabolism"
"map00330","K01470","WP_136361072.1","QSJ49_RS01985","creatininase family protein","Arginine and proline metabolism"
"map00330","K01480","WP_010903289.1","QSJ49_RS08475","agmatinase","Arginine and proline metabolism"
"map00330","K00812","WP_205251582.1","QSJ49_RS03960","pyridoxal phosphate-dependent aminotransferase","Arginine and proline metabolism"
"map00330","K02626","WP_205251059.1","QSJ49_RS09410","pyruvoyl-dependent arginine decarboxylase","Arginine and proline metabolism"
"map00340","K00765","WP_136361584.1","QSJ49_RS10425","ATP phosphoribosyltransferase","Histidine metabolism"
"map00340","K01523","WP_010903939.1","QSJ49_RS01370","phosphoribosyl-ATP diphosphatase","Histidine metabolism"
"map00340","K01814","WP_205251179.1","QSJ49_RS00105","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase","Histidine metabolism"
"map00340","K01496","WP_136361599.1","QSJ49_RS00060","phosphoribosyl-AMP cyclohydrolase","Histidine metabolism"
"map00340","K00817","WP_235158092.1","QSJ49_RS05530","histidinol-phosphate transaminase","Histidine metabolism"
"map00340","K00013","WP_338416941.1","QSJ49_RS07190","histidinol dehydrogenase","Histidine metabolism"
"map00340","K01468","WP_235157830.1","QSJ49_RS06265","imidazolonepropionase","Histidine metabolism"
"map00340","K01712","WP_338416907.1","QSJ49_RS06255","urocanate hydratase","Histidine metabolism"
"map00340","K01693","WP_010903709.1","QSJ49_RS00110","imidazoleglycerol-phosphate dehydratase HisB","Histidine metabolism"
"map00340","K01745","WP_136361429.1","QSJ49_RS06270","histidine ammonia-lyase","Histidine metabolism"
"map00340","K00128","WP_010903877.1","QSJ49_RS01040","aldehyde dehydrogenase family protein","Histidine metabolism"
"map00340","K02500","WP_010902602.1","QSJ49_RS04865","imidazole glycerol phosphate synthase subunit HisF","Histidine metabolism"
"map00340","K01479","WP_010902874.1","QSJ49_RS06260","formimidoylglutamase","Histidine metabolism"
"map00340","K02501","WP_205251094.1","QSJ49_RS09745","imidazole glycerol phosphate synthase subunit HisH","Histidine metabolism"
"map00350","K00135","WP_010902663.1","QSJ49_RS05165","aldehyde dehydrogenase family protein","Tyrosine metabolism"
"map00350","K18933","WP_205251439.1","QSJ49_RS02775","tyrosine decarboxylase MfnA","Tyrosine metabolism"
"map00350","K00812","WP_205251582.1","QSJ49_RS03960","pyridoxal phosphate-dependent aminotransferase","Tyrosine metabolism"
"map00350","K00812","WP_205251525.1","QSJ49_RS03440","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","Tyrosine metabolism"
"map00350","K00817","WP_235158092.1","QSJ49_RS05530","histidinol-phosphate transaminase","Tyrosine metabolism"
"map00360","K00812","WP_205251582.1","QSJ49_RS03960","pyridoxal phosphate-dependent aminotransferase","Phenylalanine metabolism"
"map00360","K03782","WP_205250712.1","QSJ49_RS11725","catalase/peroxidase HPI","Phenylalanine metabolism"
"map00360","K00074","WP_205251603.1","QSJ49_RS04175","3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein","Phenylalanine metabolism"
"map00360","K00817","WP_235158092.1","QSJ49_RS05530","histidinol-phosphate transaminase","Phenylalanine metabolism"
"map00360","K00812","WP_205251525.1","QSJ49_RS03440","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","Phenylalanine metabolism"
"map00362","K00074","WP_205251603.1","QSJ49_RS04175","3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein","Benzoate degradation"
"map00362","K00632","WP_205251081.1","QSJ49_RS09650","thiolase family protein","Benzoate degradation"
"map00362","K00626","WP_205251599.1","QSJ49_RS04155","thiolase domain-containing protein","Benzoate degradation"
"map00362","K00626","WP_205251681.1","QSJ49_RS05135","thiolase family protein","Benzoate degradation"
"map00362","K00252","WP_012289518.1","QSJ49_RS00955","acyl-CoA dehydrogenase family protein","Benzoate degradation"
"map00380","K00128","WP_010903877.1","QSJ49_RS01040","aldehyde dehydrogenase family protein","Tryptophan metabolism"
"map00380","K00382","WP_205251148.1","QSJ49_RS10320","dihydrolipoyl dehydrogenase","Tryptophan metabolism"
"map00380","K03782","WP_205250712.1","QSJ49_RS11725","catalase/peroxidase HPI","Tryptophan metabolism"
"map00380","K00252","WP_012289518.1","QSJ49_RS00955","acyl-CoA dehydrogenase family protein","Tryptophan metabolism"
"map00380","K00626","WP_205251681.1","QSJ49_RS05135","thiolase family protein","Tryptophan metabolism"
"map00380","K00626","WP_205251599.1","QSJ49_RS04155","thiolase domain-containing protein","Tryptophan metabolism"
"map00380","K01556","WP_229373414.1","QSJ49_RS05075","aminotransferase class V-fold PLP-dependent enzyme","Tryptophan metabolism"
"map00380","K01667","WP_136361648.1","QSJ49_RS00460","tryptophanase","Tryptophan metabolism"
"map00400","K00800","WP_338416916.1","QSJ49_RS06360","3-phosphoshikimate 1-carboxyvinyltransferase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01658","WP_205251466.1","QSJ49_RS02980","aminodeoxychorismate/anthranilate synthase component II","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00766","WP_205251011.1","QSJ49_RS09045","anthranilate phosphoribosyltransferase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01736","WP_338416912.1","QSJ49_RS06340","chorismate synthase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K04517","WP_235157811.1","QSJ49_RS06375","prephenate dehydrogenase/arogenate dehydrogenase family protein","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01695","WP_205251434.1","QSJ49_RS02695","tryptophan synthase subunit alpha","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01657","WP_205251465.1","QSJ49_RS02975","aminodeoxychorismate synthase-2C component I","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00014","WP_205251464.1","QSJ49_RS02965","shikimate dehydrogenase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K04518","WP_205251149.1","QSJ49_RS10325","prephenate dehydratase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01657","WP_205250900.1","QSJ49_RS07995","anthranilate synthase component I","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00817","WP_235158092.1","QSJ49_RS05530","histidinol-phosphate transaminase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00891","WP_338416920.1","QSJ49_RS06415","shikimate kinase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K11646","WP_010902185.1","QSJ49_RS02710","3-dehydroquinate synthase II","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00766","WP_010903202.1","QSJ49_RS08005","anthranilate phosphoribosyltransferase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K16306","WP_010902183.1","QSJ49_RS02700","2-amino-3-2C7-dideoxy-D-threo-hept-6-ulosonate synthase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00812","WP_205251525.1","QSJ49_RS03440","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01696","WP_205251433.1","QSJ49_RS02690","tryptophan synthase subunit beta","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K03785","WP_012289139.1","QSJ49_RS02720","type I 3-dehydroquinate dehydratase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01658","WP_205250899.1","QSJ49_RS07990","anthranilate synthase component II","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01817","WP_205250901.1","QSJ49_RS08000","phosphoribosylanthranilate isomerase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00812","WP_205251582.1","QSJ49_RS03960","pyridoxal phosphate-dependent aminotransferase","Phenylalanine, tyrosine and tryptophan biosynthesis"
