locus_tag,protein_id,product
QSJ49_RS08520,WP_205250952.1,Lrp/AsnC family transcriptional regulator
QSJ49_RS08525,WP_010903299.1,DUF5778 family protein
QSJ49_RS08530,WP_010903300.1,polyprenyl diphosphate synthase
QSJ49_RS08535,WP_012289377.1,undecaprenyl diphosphate synthase family protein
QSJ49_RS08540,WP_012289378.1,TIGR00297 family protein
QSJ49_RS08545,WP_205250953.1,DNA primase DnaG
QSJ49_RS08550,WP_205250954.1,DUF3311 domain-containing protein
QSJ49_RS08555,WP_205250955.1,sodium:solute symporter
QSJ49_RS08560,WP_010903306.1,PadR family transcriptional regulator
QSJ49_RS08565,WP_049892517.1,DUF6293 family protein
QSJ49_RS08570,WP_010903309.1,DsrE family protein
QSJ49_RS08575,WP_205250956.1,DUF1405 domain-containing protein
QSJ49_RS08580,WP_010903311.1,pyridoxal 5'-phosphate synthase lyase subunit PdxS
QSJ49_RS08585,WP_205250957.1,thermonuclease family protein
QSJ49_RS08590,WP_235157615.1,homoserine kinase
QSJ49_RS08595,WP_205250959.1,NAD(P)/FAD-dependent oxidoreductase
QSJ49_RS08600,WP_205250960.1,DUF5518 domain-containing protein
QSJ49_RS08605,WP_049892518.1,hypothetical protein
QSJ49_RS08610,WP_205250961.1,DUF6149 family protein
QSJ49_RS08615,WP_010903317.1,hypothetical protein
QSJ49_RS08620,WP_205250962.1,Hsp20/alpha crystallin family protein
QSJ49_RS08625,WP_205250963.1,hypothetical protein
QSJ49_RS08630,WP_010903320.1,FAD/NAD(P)-binding oxidoreductase
QSJ49_RS08635,WP_010903321.1,hypothetical protein
QSJ49_RS08640,WP_010903322.1,hypothetical protein
QSJ49_RS08645,WP_205250964.1,DUF5815 family protein
QSJ49_RS08650,WP_205250965.1,hypothetical protein
QSJ49_RS08655,WP_205250966.1,hypothetical protein
QSJ49_RS08660,WP_205250967.1,carbamoyl-phosphate synthase large subunit
QSJ49_RS08665,WP_010903326.1,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
QSJ49_RS08670,WP_010903327.1,Lrp/AsnC family transcriptional regulator
QSJ49_RS08675,WP_205250968.1,NUDIX domain-containing protein
QSJ49_RS08680,WP_205250969.1,desampylase
QSJ49_RS08685,WP_010903330.1,hypothetical protein
QSJ49_RS08690,WP_205250970.1,zinc-binding dehydrogenase
QSJ49_RS08695,WP_205250971.1,molybdenum cofactor biosynthesis protein B
QSJ49_RS08700,WP_205250972.1,5-formyltetrahydrofolate cyclo-ligase
QSJ49_RS08705,WP_205250973.1,hypothetical protein
QSJ49_RS08710,WP_010903335.1,hypothetical protein
QSJ49_RS08715,WP_010903336.1,glutamine-hydrolyzing GMP synthase
QSJ49_RS08720,WP_205250974.1,CTP synthase
QSJ49_RS08725,WP_338416953.1,hypothetical protein
QSJ49_RS08730,WP_205250976.1,alpha/beta hydrolase
QSJ49_RS08735,WP_205250977.1,redoxin domain-containing protein
QSJ49_RS08740,WP_205250978.1,threonine--tRNA ligase
QSJ49_RS08745,WP_010903343.1,cold shock domain-containing protein
QSJ49_RS08750,WP_205250979.1,dipeptide epimerase
QSJ49_RS08755,WP_205250980.1,DUF1611 domain-containing protein
QSJ49_RS08760,WP_049892519.1,HVO_0649 family zinc finger protein
QSJ49_RS08765,WP_205250981.1,Vms1/Ankzf1 family peptidyl-tRNA hydrolase
QSJ49_RS08770,WP_012289390.1,DUF5802 family protein
QSJ49_RS08775,WP_010903348.1,ArsR family transcriptional regulator
QSJ49_RS08780,WP_205250982.1,Glu-tRNA(Gln) amidotransferase subunit GatD
QSJ49_RS08785,WP_010903350.1,GNAT family N-acetyltransferase
QSJ49_RS08790,WP_205250983.1,glycerophosphodiester phosphodiesterase
QSJ49_RS08795,WP_012289392.1,ubiquitin-like small modifier protein 1
QSJ49_RS08800,WP_205250984.1,NAD-binding protein
QSJ49_RS08805,WP_205250985.1,HPP family protein
QSJ49_RS08810,WP_205250986.1,nucleoside phosphorylase
QSJ49_RS08815,WP_010903356.1,carbohydrate kinase family protein
QSJ49_RS08820,WP_205250987.1,DUF63 family protein
QSJ49_RS08825,WP_205250988.1,ribose 1%2C5-bisphosphate isomerase
QSJ49_RS08830,WP_205250989.1,chemotaxis signal transducer protein BasT
QSJ49_RS08835,WP_205250990.1,chemotactic signal transduction system substrate-binding protein BasB
QSJ49_RS08840,WP_205250991.1,deoxyribose-phosphate aldolase
QSJ49_RS08845,WP_205250992.1,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
QSJ49_RS08850,WP_010903363.1,cation diffusion facilitator family transporter
QSJ49_RS08855,WP_205250993.1,HIT domain-containing protein
QSJ49_RS08860,WP_010903365.1,hypothetical protein
QSJ49_RS08865,WP_010903366.1,type II methionyl aminopeptidase
QSJ49_RS08870,WP_205250994.1,ABC transporter permease
QSJ49_RS08875,WP_010903368.1,ABC transporter permease
QSJ49_RS08880,WP_010903369.1,PotD/PotF family extracellular solute-binding protein
QSJ49_RS08885,WP_205250995.1,ABC transporter ATP-binding protein
QSJ49_RS08890,WP_010903371.1,isoaspartyl peptidase/L-asparaginase
QSJ49_RS08895,WP_010903372.1,NADP-dependent isocitrate dehydrogenase
QSJ49_RS08900,WP_205250996.1,DUF5817 domain-containing protein
QSJ49_RS08905,WP_010903374.1,hydroxymethylglutaryl-CoA reductase (NADPH)
QSJ49_RS08910,WP_010903375.1,MTH1187 family thiamine-binding protein
QSJ49_RS08915,WP_205250997.1,thiamine ABC transporter substrate binding subunit
QSJ49_RS08920,WP_338416954.1,amidohydrolase
QSJ49_RS08925,WP_010903378.1,quinolinate synthase NadA
QSJ49_RS08930,WP_205250999.1,FAD-dependent oxidoreductase
QSJ49_RS08935,WP_205251000.1,carboxylating nicotinate-nucleotide diphosphorylase
QSJ49_RS08940,WP_205251001.1,TrmB family transcriptional regulator
QSJ49_RS08945,WP_205251002.1,multidrug efflux SMR transporter protein HsmR
QSJ49_RS08950,WP_205251003.1,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
QSJ49_RS08955,WP_010903384.1,hypothetical protein
QSJ49_RS08960,WP_205251004.1,DNA double-strand break repair nuclease NurA
QSJ49_RS08965,WP_010903387.1,ABC transporter ATP-binding protein
QSJ49_RS08970,WP_205251005.1,hypothetical protein
QSJ49_RS08975,WP_010903389.1,hypothetical protein
QSJ49_RS08980,WP_205251006.1,ATP-binding protein
QSJ49_RS08985,WP_012289398.1,universal stress protein
QSJ49_RS08990,WP_205251007.1,KaiC domain-containing protein
QSJ49_RS08995,WP_010903393.1,NAD(+)/NADH kinase
QSJ49_RS09000,WP_010903394.1,GTP cyclohydrolase MptA
QSJ49_RS09005,WP_010903396.1,TrmB family transcriptional regulator
QSJ49_RS09010,WP_205251008.1,DUF255 domain-containing protein
QSJ49_RS09015,WP_205251009.1,FxsA family protein
QSJ49_RS09025,WP_227970882.1,hypothetical protein
QSJ49_RS09030,WP_012289403.1,hypothetical protein
QSJ49_RS09035,WP_010903401.1,hypothetical protein
QSJ49_RS09040,WP_010903402.1,Lrp/AsnC family transcriptional regulator
QSJ49_RS09045,WP_205251011.1,anthranilate phosphoribosyltransferase
QSJ49_RS09050,WP_012289404.1,peptidylprolyl isomerase
QSJ49_RS09055,WP_010903405.1,hypothetical protein
QSJ49_RS09065,WP_205251012.1,nuclear transport factor 2 family protein
QSJ49_RS09070,WP_010903407.1,heptaprenylglyceryl phosphate synthase
QSJ49_RS09075,WP_205251013.1,CrcB family protein
QSJ49_RS09080,WP_205251014.1,CrcB family protein
QSJ49_RS09085,WP_205251015.1,DUF5813 family protein
QSJ49_RS09090,WP_010903411.1,Lrp/AsnC ligand binding domain-containing protein
QSJ49_RS09095,WP_205251016.1,TrkA family potassium uptake protein
QSJ49_RS09100,WP_012289406.1,Lrp/AsnC ligand binding domain-containing protein
QSJ49_RS09105,WP_049892524.1,thiamine pyrophosphate-dependent enzyme
QSJ49_RS09110,WP_205251017.1,hypothetical protein
QSJ49_RS09115,WP_010903416.1,dTMP kinase
QSJ49_RS09120,WP_205251018.1,complex I NDUFA9 subunit family protein
QSJ49_RS09125,WP_012289408.1,tubulin/FtsZ family protein
QSJ49_RS09130,WP_205251019.1,hypothetical protein
QSJ49_RS09135,WP_010903420.1,2-phospho-L-lactate guanylyltransferase
QSJ49_RS09140,WP_205251020.1,7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofG
QSJ49_RS09145,WP_205251021.1,7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH
QSJ49_RS09150,WP_205251022.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase
QSJ49_RS09155,WP_205251023.1,hypothetical protein
QSJ49_RS09160,WP_205251024.1,hypothetical protein
QSJ49_RS09165,WP_205251025.1,archaeosine biosynthesis radical SAM protein RaSEA
QSJ49_RS09170,WP_205251026.1,hypothetical protein
QSJ49_RS09175,WP_010903427.1,hypothetical protein
QSJ49_RS09180,WP_010903428.1,phosphoribosylformylglycinamidine synthase I
QSJ49_RS09185,WP_010903429.1,phosphoribosylformylglycinamidine synthase subunit PurS
QSJ49_RS09190,WP_205251027.1,formyltransferase family protein
QSJ49_RS09195,WP_205251028.1,hypothetical protein
QSJ49_RS09200,WP_229373357.1,CBS domain-containing protein
QSJ49_RS09205,WP_205251029.1,S8 family serine peptidase
QSJ49_RS09210,WP_229373358.1,hypothetical protein
QSJ49_RS09215,WP_205251031.1,surface glycoprotein
QSJ49_RS09220,WP_205251032.1,ArsR family transcriptional regulator
QSJ49_RS09225,WP_205251033.1,hypothetical protein
QSJ49_RS09230,WP_205251034.1,archaeosine synthase subunit alpha
QSJ49_RS09235,WP_010903439.1,tRNA guanosine(15) transglycosylase TgtA
QSJ49_RS09240,WP_010903440.1,hypothetical protein
QSJ49_RS09245,WP_205251035.1,NUDIX hydrolase
QSJ49_RS09250,WP_205251036.1,AAA family ATPase
QSJ49_RS09255,WP_205251037.1,ATP-binding protein
QSJ49_RS09260,WP_010903445.1,hypothetical protein
QSJ49_RS09265,WP_205251038.1,glycerol kinase GlpK
QSJ49_RS09270,WP_205251039.1,anaerobic glycerol-3-phosphate dehydrogenase subunit GlpA
QSJ49_RS09275,WP_205251040.1,glycerol-3-phosphate dehydrogenase subunit GlpB
QSJ49_RS09280,WP_205251041.1,anaerobic glycerol-3-phosphate dehydrogenase subunit C
QSJ49_RS09285,WP_205251042.1,hypothetical protein
QSJ49_RS09290,WP_205251043.1,type IV pilin
QSJ49_RS09295,WP_205251044.1,hypothetical protein
QSJ49_RS09300,WP_205251045.1,hypothetical protein
QSJ49_RS09305,WP_235218925.1,hypothetical protein
QSJ49_RS09310,WP_229373359.1,tyrosine-type recombinase/integrase
QSJ49_RS09320,WP_010903455.1,tRNA (pseudouridine(54)-N(1))-methyltransferase TrmY
QSJ49_RS09325,WP_205251047.1,hypothetical protein
QSJ49_RS09330,WP_205251048.1,tRNA pseudouridine(54/55) synthase Pus10
QSJ49_RS09335,WP_010903458.1,ribonuclease HII
QSJ49_RS09340,WP_205251049.1,Na+/H+ antiporter NhaC family protein
QSJ49_RS09345,WP_205251050.1,endonuclease NucS
QSJ49_RS09350,WP_205251051.1,preprotein translocase subunit SecD
QSJ49_RS09355,WP_205251052.1,protein translocase subunit SecF
QSJ49_RS09360,WP_205251053.1,DUF5812 family protein
QSJ49_RS09365,WP_205251054.1,hypothetical protein
QSJ49_RS09370,WP_205251055.1,glucose-6-phosphate isomerase
QSJ49_RS09375,WP_205251056.1,CPBP family intramembrane glutamic endopeptidase
QSJ49_RS09380,WP_012289414.1,NOB1 family endonuclease
QSJ49_RS09385,WP_010903468.1,PRC-barrel domain-containing protein
QSJ49_RS09390,WP_010903469.1,translation initiation factor IF-2
QSJ49_RS09395,WP_205251057.1,hypothetical protein
QSJ49_RS09400,WP_205251058.1,hypothetical protein
QSJ49_RS09405,WP_010903470.1,DUF5811 family protein
QSJ49_RS09410,WP_205251059.1,pyruvoyl-dependent arginine decarboxylase
QSJ49_RS09415,WP_010903472.1,proteasome-activating nucleotidase
QSJ49_RS09420,WP_205251060.1,oligoendopeptidase F
QSJ49_RS09425,WP_205251061.1,M28 family metallopeptidase
QSJ49_RS09430,WP_010903475.1,tRNA pseudouridine(38-40) synthase TruA
QSJ49_RS09435,WP_010903476.1,histidine--tRNA ligase
QSJ49_RS09440,WP_010903477.1,alpha hydrolase
QSJ49_RS09445,WP_010903478.1,DNA-binding protein
QSJ49_RS09450,WP_010903479.1,30S ribosomal protein S19e
QSJ49_RS09455,WP_205251062.1,thiamine-phosphate kinase
QSJ49_RS09460,WP_205251063.1,site-2 protease family protein
QSJ49_RS09465,WP_010903482.1,hypothetical protein
QSJ49_RS09470,WP_010903483.1,UMP kinase
QSJ49_RS09475,WP_205251064.1,lysine--tRNA ligase
QSJ49_RS09480,WP_205251065.1,site-2 protease family protein
QSJ49_RS09485,WP_205251066.1,PadR family transcriptional regulator
QSJ49_RS09490,WP_010903487.1,heme-binding protein
QSJ49_RS09495,WP_205251067.1,hypothetical protein
QSJ49_RS09500,WP_205251068.1,aldo/keto reductase
QSJ49_RS09505,WP_205251069.1,hypothetical protein
QSJ49_RS09510,WP_205251070.1,acyltransferase
QSJ49_RS09515,WP_010903491.1,zinc ribbon domain-containing protein
QSJ49_RS09520,WP_205251071.1,hypothetical protein
QSJ49_RS09525,WP_205251072.1,hypothetical protein
QSJ49_RS09535,WP_010903494.1,NAD+ synthase
QSJ49_RS09540,WP_205251073.1,enoyl-CoA hydratase/isomerase family protein
QSJ49_RS09545,WP_012289417.1,hypothetical protein
QSJ49_RS09555,WP_010903497.1,hypothetical protein
QSJ49_RS09560,WP_229373360.1,response regulator
QSJ49_RS09565,WP_205251074.1,PAS domain S-box protein
QSJ49_RS09570,WP_205251075.1,DUF6517 family protein
QSJ49_RS09575,WP_205251076.1,hypothetical protein
QSJ49_RS09580,WP_010903503.1,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
QSJ49_RS09585,WP_010903504.1,DUF5808 domain-containing protein
QSJ49_RS09590,WP_010903505.1,bifunctional N(6)-L-threonylcarbamoyladenine synthase/serine/threonine protein kinase
QSJ49_RS09595,WP_010903506.1,30S ribosomal protein S27ae
QSJ49_RS09600,WP_010903507.1,30S ribosomal protein S24e
QSJ49_RS09605,WP_012289421.1,DUF359 domain-containing protein
QSJ49_RS09610,WP_010903509.1,transcription elongation factor subunit Spt4
QSJ49_RS09615,WP_010903510.1,DNA-directed RNA polymerase
QSJ49_RS09620,WP_010903511.1,hypothetical protein
QSJ49_RS09625,WP_010903512.1,translation initiation factor IF-2 subunit gamma
QSJ49_RS09630,WP_205251077.1,DUF5787 family protein
QSJ49_RS09635,WP_205251078.1,MBL fold metallo-hydrolase
QSJ49_RS09640,WP_205251079.1,ATP-binding protein
QSJ49_RS09645,WP_205251080.1,flippase activity-associated protein Agl23
QSJ49_RS09650,WP_205251081.1,thiolase family protein
QSJ49_RS09655,WP_205251082.1,glycosyltransferase
QSJ49_RS09660,WP_010903519.1,GtrA family protein
QSJ49_RS09665,WP_205251083.1,cation:proton antiporter
QSJ49_RS09670,WP_205251084.1,long-chain fatty acid--CoA ligase
QSJ49_RS09675,WP_010903522.1,MBL fold metallo-hydrolase
QSJ49_RS09680,WP_205251085.1,serine--tRNA ligase
QSJ49_RS09685,WP_205251086.1,nuclear transport factor 2 family protein
QSJ49_RS09690,WP_012289427.1,DUF367 family protein
QSJ49_RS09695,WP_010903526.1,50S ribosomal protein L40e
QSJ49_RS09700,WP_205251087.1,NUDIX domain-containing protein
QSJ49_RS09705,WP_205251088.1,GNAT family protein
QSJ49_RS09710,WP_205251089.1,MBL fold metallo-hydrolase
QSJ49_RS09715,WP_010903530.1,DUF5786 family protein
QSJ49_RS09720,WP_205251090.1,DUF99 family protein
QSJ49_RS09725,WP_229373361.1,uracil-DNA glycosylase
QSJ49_RS09730,WP_205251091.1,phosphonate ABC transporter%2C permease protein PhnE
QSJ49_RS09735,WP_205251092.1,phosphonate ABC transporter ATP-binding protein
QSJ49_RS09740,WP_205251093.1,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein
QSJ49_RS09745,WP_205251094.1,imidazole glycerol phosphate synthase subunit HisH
QSJ49_RS09750,WP_012289430.1,hypothetical protein
QSJ49_RS09755,WP_205251095.1,tRNA (guanine(26)-N(2))-dimethyltransferase
QSJ49_RS09760,WP_205251096.1,ribonuclease BN
QSJ49_RS09765,WP_205251097.1,phosphatase PAP2 family protein
QSJ49_RS09770,WP_205251098.1,type I glutamate--ammonia ligase
QSJ49_RS09775,WP_010903541.1,HTH-type transcriptional regulator Lrp
QSJ49_RS09780,WP_012289432.1,thermosome subunit beta
QSJ49_RS09785,WP_010903543.1,DUF418 domain-containing protein
QSJ49_RS09795,WP_205251099.1,hypothetical protein
QSJ49_RS09800,WP_010903545.1,Rid family detoxifying hydrolase
QSJ49_RS09805,WP_010903546.1,threonine ammonia-lyase
QSJ49_RS09810,WP_205251100.1,hypothetical protein
QSJ49_RS09815,WP_205251101.1,citrate synthase
QSJ49_RS09820,WP_205251102.1,potassium channel family protein
QSJ49_RS09825,WP_010903550.1,hypothetical protein
QSJ49_RS09830,WP_010903551.1,succinylglutamate desuccinylase/aspartoacylase family protein
QSJ49_RS09835,WP_010903552.1,threonine synthase
QSJ49_RS09840,WP_010903553.1,hypothetical protein
QSJ49_RS09845,WP_205251103.1,tRNA(Ile)(2)-agmatinylcytidine synthase
QSJ49_RS09850,WP_012289434.1,transcriptional regulator
QSJ49_RS09855,WP_229373362.1,mechanosensitive ion channel family protein
QSJ49_RS09860,WP_010903557.1,glutathione S-transferase N-terminal domain-containing protein
QSJ49_RS09865,WP_010903558.1,NCS2 family permease
QSJ49_RS09870,WP_010903559.1,phosphoribosyltransferase family protein
QSJ49_RS09875,WP_205251104.1,orotate phosphoribosyltransferase
QSJ49_RS09880,WP_012289436.1,CDP-2%2C3-bis-(O-geranylgeranyl)-sn-glycerol synthase
QSJ49_RS09885,WP_010903562.1,proline dehydrogenase
QSJ49_RS09890,WP_010903563.1,DUF502 domain-containing protein
QSJ49_RS09895,WP_010903564.1,branched-chain amino acid transaminase
QSJ49_RS09900,WP_205251105.1,Na+/H+ antiporter NhaC family protein
QSJ49_RS09905,WP_205251106.1,Na+/H+ antiporter NhaC family protein
QSJ49_RS09910,WP_205251107.1,3%2C4-dihydroxy-2-butanone-4-phosphate synthase
QSJ49_RS09915,WP_205251108.1,DUF120 domain-containing protein
QSJ49_RS09920,WP_136361531.1,4-demethylwyosine synthase TYW1
QSJ49_RS09925,WP_205251109.1,MinD/ParA family protein
QSJ49_RS09930,WP_012289438.1,peptide chain release factor aRF-1
QSJ49_RS09935,WP_010903573.1,ferredoxin Fer
QSJ49_RS09940,WP_010903574.1,DUF6276 family protein
QSJ49_RS09945,WP_010903575.1,V-type ATP synthase subunit D
QSJ49_RS09950,WP_229373364.1,Brp/Blh family beta-carotene 15%2C15'-dioxygenase
QSJ49_RS09955,WP_205251110.1,lycopene beta-cyclase
QSJ49_RS09960,WP_205251112.1,ATP synthase subunit B
QSJ49_RS09965,WP_010903579.1,ATP synthase subunit A
QSJ49_RS09970,WP_010903580.1,V-type ATP synthase subunit F
QSJ49_RS09975,WP_205251113.1,V-type ATP synthase subunit C
QSJ49_RS09980,WP_010903582.1,V-type ATP synthase subunit E
QSJ49_RS09985,WP_012289441.1,F0F1 ATP synthase subunit C
QSJ49_RS09990,WP_205251114.1,V-type ATP synthase subunit I
QSJ49_RS09995,WP_010903585.1,ATP synthase archaeal subunit H
QSJ49_RS10000,WP_012289442.1,methyltransferase domain-containing protein
QSJ49_RS10005,WP_012289443.1,hypothetical protein
QSJ49_RS10010,WP_205251115.1,hypothetical protein
QSJ49_RS10015,WP_205251116.1,hypothetical protein
QSJ49_RS10020,WP_205251117.1,electron transfer flavoprotein subunit beta/FixA family protein
QSJ49_RS10025,WP_205251118.1,electron transfer flavoprotein subunit alpha/FixB family protein
QSJ49_RS10030,WP_205251119.1,YbhB/YbcL family Raf kinase inhibitor-like protein
QSJ49_RS10035,WP_338416955.1,polyprenyl synthetase family protein
QSJ49_RS10040,WP_010903593.1,DUF373 family protein
QSJ49_RS10045,WP_012289444.1,radical SAM protein
QSJ49_RS10050,WP_205251121.1,flippase activity-associated protein Agl23
QSJ49_RS10055,WP_012289446.1,TRAM domain-containing protein
QSJ49_RS10060,WP_205251122.1,SDR family oxidoreductase
QSJ49_RS10065,WP_205251123.1,sugar phosphate nucleotidyltransferase
QSJ49_RS10070,WP_012289447.1,replication protein A
QSJ49_RS10075,WP_010903600.1,RPA family protein
QSJ49_RS10080,WP_010903601.1,ribbon-helix-helix protein%2C CopG family
QSJ49_RS10085,WP_136361551.1,DUF5814 domain-containing protein
QSJ49_RS10095,WP_010903603.1,DUF4097 family beta strand repeat-containing protein
QSJ49_RS10100,WP_136361553.1,trans-acting enoyl reductase family protein
QSJ49_RS10105,WP_205251124.1,DEAD/DEAH box helicase
QSJ49_RS10110,WP_136361555.1,CBS domain-containing protein
QSJ49_RS10115,WP_205251125.1,iron-containing alcohol dehydrogenase family protein
QSJ49_RS10120,WP_136361695.1,cupin domain-containing protein
QSJ49_RS10125,WP_229373365.1,phosphotransferase
QSJ49_RS10130,WP_012289450.1,DEAD/DEAH box helicase
QSJ49_RS10140,WP_229373366.1,ABC transporter permease subunit
QSJ49_RS10145,WP_205251126.1,hypothetical protein
QSJ49_RS10150,WP_229373367.1,hypothetical protein
QSJ49_RS10155,WP_205251127.1,histidine kinase N-terminal 7TM domain-containing protein
QSJ49_RS10160,WP_338416956.1,ATP-binding protein
QSJ49_RS10165,WP_205251129.1,hypothetical protein
QSJ49_RS10170,WP_205251130.1,hypothetical protein
QSJ49_RS10175,WP_205251131.1,transcription initiation factor IIB family protein
QSJ49_RS10180,WP_205251132.1,hypothetical protein
QSJ49_RS10185,WP_012289457.1,AAA family ATPase
QSJ49_RS10190,WP_205251133.1,HIT family protein
QSJ49_RS10195,WP_010903623.1,hypothetical protein
QSJ49_RS10200,WP_010903624.1,hypothetical protein
QSJ49_RS10205,WP_205251134.1,isoleucine--tRNA ligase
QSJ49_RS10210,WP_010903626.1,hypothetical protein
QSJ49_RS10215,WP_010903627.1,b(o/a)3-type cytochrome-c oxidase subunit 1
QSJ49_RS10220,WP_049892532.1,cytochrome c oxidase subunit II
QSJ49_RS10225,WP_205251135.1,halocyanin domain-containing protein
QSJ49_RS10230,WP_010903630.1,hypothetical protein
QSJ49_RS10235,WP_229373370.1,sulfite exporter TauE/SafE family protein
QSJ49_RS10240,WP_205251136.1,heavy metal translocating P-type ATPase
QSJ49_RS10245,WP_205251137.1,hypothetical protein
QSJ49_RS10250,WP_205251138.1,ribose-phosphate pyrophosphokinase
QSJ49_RS10255,WP_205251139.1,hypothetical protein
QSJ49_RS10260,WP_205251140.1,hypothetical protein
QSJ49_RS10265,WP_205251141.1,phosphoglucosamine mutase
QSJ49_RS10270,WP_205251142.1,hypothetical protein
QSJ49_RS10275,WP_010903639.1,tryptophan--tRNA ligase
QSJ49_RS10280,WP_205251143.1,tRNA-intron lyase
QSJ49_RS10285,WP_010903641.1,endonuclease NucS domain-containing protein
QSJ49_RS10290,WP_205251144.1,DEAD/DEAH box helicase
QSJ49_RS10295,WP_205251145.1,MATE family efflux transporter
QSJ49_RS10300,WP_010903644.1,lipoyl synthase
QSJ49_RS10305,WP_205251146.1,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
QSJ49_RS10310,WP_205251147.1,alpha-ketoacid dehydrogenase subunit beta
QSJ49_RS10315,WP_010903647.1,dihydrolipoamide acetyltransferase family protein
QSJ49_RS10320,WP_205251148.1,dihydrolipoyl dehydrogenase
QSJ49_RS10325,WP_205251149.1,prephenate dehydratase
QSJ49_RS10330,WP_205251150.1,leucine--tRNA ligase
QSJ49_RS10335,WP_205251151.1,ornithine cyclodeaminase family protein
QSJ49_RS10340,WP_049892611.1,thermosome subunit alpha
QSJ49_RS10345,WP_010903653.1,KH domain-containing protein
QSJ49_RS10350,WP_205251152.1,winged helix-turn-helix domain-containing protein
QSJ49_RS10355,WP_010903655.1,MFS transporter
QSJ49_RS10360,WP_205251153.1,tryptophan--tRNA ligase
QSJ49_RS10365,WP_012289466.1,serine/threonine-protein kinase Rio1
QSJ49_RS10370,WP_010903658.1,translation initiation factor eIF-1A
QSJ49_RS10375,WP_012289467.1,hypothetical protein
QSJ49_RS10380,WP_205251154.1,tyrosine--tRNA ligase
QSJ49_RS10385,WP_205251155.1,DUF460 domain-containing protein
QSJ49_RS10390,WP_205251156.1,ribonuclease Z
QSJ49_RS10395,WP_205251157.1,AAA family ATPase
QSJ49_RS10400,WP_205251158.1,hypothetical protein
QSJ49_RS10405,WP_205251159.1,TIGR01177 family methyltransferase
QSJ49_RS10410,WP_010903666.1,TATA-box-binding protein
QSJ49_RS10415,WP_205251160.1,hypothetical protein
QSJ49_RS10420,WP_227970889.1,hypothetical protein
QSJ49_RS10425,WP_136361584.1,ATP phosphoribosyltransferase
QSJ49_RS10430,WP_010903670.1,hypothetical protein
QSJ49_RS10435,WP_205251161.1,amidohydrolase
QSJ49_RS10440,WP_010903672.1,adenosylhomocysteinase
QSJ49_RS10445,WP_205251162.1,Holliday junction resolvase Hjc
QSJ49_RS10450,WP_010903674.1,hypothetical protein
QSJ49_RS10455,WP_205251163.1,DNA primase regulatory subunit PriL
QSJ49_RS10460,WP_012289470.1,protein sorting system archaetidylserine decarboxylase
QSJ49_RS10465,WP_010903677.1,DNA polymerase sliding clamp
QSJ49_RS10470,WP_010903678.1,sodium:calcium antiporter
QSJ49_RS10475,WP_010903679.1,phosphoenolpyruvate carboxylase
QSJ49_RS10480,WP_010903680.1,hypothetical protein
QSJ49_RS10485,WP_205251164.1,hypothetical protein
QSJ49_RS10490,WP_205251165.1,GDSL-type esterase/lipase family protein
QSJ49_RS10495,WP_010903682.1,23S rRNA (uridine(2552)-2'-O)-methyltransferase
QSJ49_RS10500,WP_205251166.1,queuosine precursor transporter
QSJ49_RS10505,WP_010903684.1,type II toxin-antitoxin system ParD family antitoxin
QSJ49_RS10510,WP_205251167.1,Sec-independent protein translocase TatC
QSJ49_RS10515,WP_010903686.1,twin-arginine translocase subunit TatC
QSJ49_RS10520,WP_205251168.1,endonuclease MutS2
QSJ49_RS10530,WP_010904081.1,universal stress protein
QSJ49_RS10535,WP_229373330.1,DUF6166 domain-containing protein
QSJ49_RS10540,WP_010904078.1,Hsp20/alpha crystallin family protein
QSJ49_RS10545,NA,AAA family ATPase
QSJ49_RS10550,NA,inorganic phosphate transporter
QSJ49_RS10555,WP_010904072.1,hypothetical protein
QSJ49_RS10560,WP_205250687.1,ribbon-helix-helix domain-containing protein
QSJ49_RS10565,WP_205250686.1,hypothetical protein
QSJ49_RS10570,WP_229373328.1,PQQ-binding-like beta-propeller repeat protein
QSJ49_RS10575,WP_010904068.1,hypothetical protein
QSJ49_RS10580,WP_205250685.1,cell division control protein 6-like protein
QSJ49_RS10585,NA,DNA polymerase I
QSJ49_RS10590,WP_235158184.1,universal stress protein
QSJ49_RS10595,WP_318655306.1,bifunctional oligoribonuclease/PAP phosphatase NrnA
QSJ49_RS10600,WP_318655305.1,hypothetical protein
QSJ49_RS10605,WP_318655304.1,hypothetical protein
QSJ49_RS10610,WP_176705336.1,universal stress protein
QSJ49_RS10615,WP_010904058.1,potassium-transporting ATPase subunit KdpC
QSJ49_RS10620,WP_318655303.1,potassium-transporting ATPase subunit KdpB
QSJ49_RS10625,WP_338416991.1,potassium-transporting ATPase subunit KdpA
QSJ49_RS10630,WP_318655300.1,potassium-transporting ATPase subunit KdpF
QSJ49_RS10635,WP_318655299.1,TrkA family potassium uptake protein
