"protein_id","gene","product","KO"
"WP_420182560.1","ACNO8S_RS04630","histidinol dehydrogenase","K00013"
"WP_420182564.1","ACNO8S_RS04705","translation initiation factor eIF-2B","K03680"
"WP_420182565.1","ACNO8S_RS04730","hypothetical protein","K09723"
"WP_420182566.1","ACNO8S_RS04740","S1C family serine protease","K04771"
"WP_420182567.1","ACNO8S_RS04750","heavy metal translocating P-type ATPase","K01534"
"WP_420182568.1","ACNO8S_RS04775","beta-ribofuranosylaminobenzene 5'-phosphate synthase family protein","K06984"
"WP_420182570.1","ACNO8S_RS04785","DUF368 domain-containing protein","K08974"
"WP_420182571.1","ACNO8S_RS04795","phosphoribosylamine--glycine ligase","K01945"
"WP_420182574.1","ACNO8S_RS04895","biosynthetic-type acetolactate synthase large subunit","K01652"
"WP_420182576.1","ACNO8S_RS04940","1-phosphofructokinase","K00882"
"WP_420182577.1","ACNO8S_RS04945","hypothetical protein","K27475"
"WP_420182580.1","ACNO8S_RS05010","TAXI family TRAP transporter solute-binding subunit","K07080"
"WP_420182581.1","ACNO8S_RS05015","NAD(P)/FAD-dependent oxidoreductase","K00311"
"WP_420182583.1","ACNO8S_RS05035","aspartate-semialdehyde dehydrogenase","K00133"
"WP_420182587.1","ACNO8S_RS05185","alanyl-tRNA editing protein","K01872"
"WP_420182589.1","ACNO8S_RS05205","prephenate dehydrogenase/arogenate dehydrogenase family protein","K04517"
"WP_420182593.1","ACNO8S_RS05245","heavy metal translocating P-type ATPase","K17686"
"WP_420182596.1","ACNO8S_RS05320","DUF2071 domain-containing protein","K04043"
"WP_420182597.1","ACNO8S_RS05330","macro domain-containing protein","K23518"
"WP_420182599.1","ACNO8S_RS05340","aldo/keto reductase","K23107"
"WP_420182600.1","ACNO8S_RS05345","hypothetical protein","K08970"
"WP_420182601.1","ACNO8S_RS05355","ABC transporter permease","K01992"
"WP_420182603.1","ACNO8S_RS05365","ATP-binding cassette domain-containing protein","K01990"
"WP_420182606.1","ACNO8S_RS05425","ATP-dependent DNA ligase LigA","K10747"
"WP_420182609.1","ACNO8S_RS05450","DNA topoisomerase VI subunit B","K03167"
"WP_420182610.1","ACNO8S_RS05460","DNA gyrase subunit A","K02469"
"WP_420182611.1","ACNO8S_RS05485","NAD(P)/FAD-dependent oxidoreductase","K03885"
"WP_420182612.1","ACNO8S_RS05490","nucleoside phosphorylase","K00757"
"WP_420182616.1","ACNO8S_RS05530","phosphoribosylformylglycinamidine cyclo-ligase","K01933"
"WP_420182618.1","ACNO8S_RS05565","oligosaccharyl transferase%2C archaeosortase A system-associated","K21306"
"WP_420182619.1","ACNO8S_RS05570","glucosyl-dolichyl phosphate glucuronosyltransferase","K22844"
"WP_420182627.1","ACNO8S_RS05650","rhomboid family intramembrane serine protease","K28366"
"WP_420182634.1","ACNO8S_RS05725","right-handed parallel beta-helix repeat-containing protein","K07218"
"WP_420182636.1","ACNO8S_RS05830","bifunctional 2-dehydro-3-deoxygluconokinase/2-dehydro-3-deoxygalactonokinase","K00874"
"WP_420182637.1","ACNO8S_RS05840","ROK family protein","K25026"
"WP_420182638.1","ACNO8S_RS05860","extracellular solute-binding protein","K03406"
"WP_420182639.1","ACNO8S_RS05865","anaerobic glycerol-3-phosphate dehydrogenase subunit GlpA","K00111"
"WP_420182640.1","ACNO8S_RS05870","glycerol-3-phosphate dehydrogenase subunit GlpB","K00112"
"WP_420182641.1","ACNO8S_RS05875","anaerobic glycerol-3-phosphate dehydrogenase subunit C","K00113"
"WP_420182642.1","ACNO8S_RS05900","ABC transporter substrate-binding protein","K01999"
"WP_420182643.1","ACNO8S_RS05910","ABC transporter ATP-binding protein","K01996"
"WP_420182644.1","ACNO8S_RS05915","branched-chain amino acid ABC transporter permease","K01997"
"WP_420182645.1","ACNO8S_RS05930","AMP-binding protein","K00666"
"WP_420182650.1","ACNO8S_RS05985","ABC transporter ATP-binding protein","K11085"
"WP_420182653.1","ACNO8S_RS06055","ABC transporter ATP-binding protein","K01996"
"WP_420182655.1","ACNO8S_RS06080","SDR family oxidoreductase","K00019"
"WP_420182656.1","ACNO8S_RS06085","AMP-binding protein","K01895"
"WP_420182657.1","ACNO8S_RS06155","ABC transporter permease","K02004"
"WP_420182658.1","ACNO8S_RS06175","DNA polymerase/3'-5' exonuclease PolX","K02347"
"WP_420182662.1","ACNO8S_RS06200","rhomboid family intramembrane serine protease","K07059"
"WP_420182663.1","ACNO8S_RS06225","ATP-dependent DNA helicase","K10844"
"WP_420182665.1","ACNO8S_RS06265","L-malyl-CoA/beta-methylmalyl-CoA lyase","K19281"
"WP_420182667.1","ACNO8S_RS06310","methyl-accepting chemotaxis protein","K03406"
"WP_420182669.1","ACNO8S_RS06325","D-aminoacyl-tRNA deacylase","K09716"
"WP_420182670.1","ACNO8S_RS06330","sodium:calcium antiporter","K07301"
"WP_420182671.1","ACNO8S_RS06335","shikimate dehydrogenase","K00014"
"WP_420182672.1","ACNO8S_RS06350","anthranilate synthase component II","K01658"
"WP_420182673.1","ACNO8S_RS06355","aminotransferase class IV","K00826"
"WP_420182680.1","ACNO8S_RS06495","endonuclease III","K10773"
"WP_420182682.1","ACNO8S_RS06565","carbonic anhydrase","K01673"
"WP_420182684.1","ACNO8S_RS06575","shikimate kinase","K00891"
"WP_420182689.1","ACNO8S_RS06680","Glu/Leu/Phe/Val family dehydrogenase","K00261"
"WP_420182693.1","ACNO8S_RS06700","acyl-CoA dehydrogenase family protein","K00248"
"WP_420182695.1","ACNO8S_RS06710","RtcB family protein","K14415"
"WP_420182698.1","ACNO8S_RS06745","CDC48 family AAA ATPase","K13525"
"WP_420182703.1","ACNO8S_RS06915","cryptochrome/photolyase family protein","K01669"
"WP_420182705.1","ACNO8S_RS06940","isochorismate synthase","K02552"
"WP_420182706.1","ACNO8S_RS06945","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase","K02551"
"WP_420182707.1","ACNO8S_RS06960","1%2C4-dihydroxy-2-naphthoyl-CoA synthase","K01661"
"WP_420182709.1","ACNO8S_RS06975","AMP-binding protein","K01911"
"WP_420182715.1","ACNO8S_RS07040","tRNA (cytidine(56)-2'-O)-methyltransferase","K07254"
"WP_420182718.1","ACNO8S_RS07085","glutamate--cysteine ligase","K06048"
"WP_420182719.1","ACNO8S_RS07160","cytochrome c oxidase subunit 3","K02276"
"WP_420182720.1","ACNO8S_RS07165","biotin synthase BioB","K01012"
"WP_420182721.1","ACNO8S_RS07180","dethiobiotin synthase","K01935"
"WP_420182725.1","ACNO8S_RS07260","beta-ketoacyl-ACP reductase","K00059"
"WP_420182727.1","ACNO8S_RS07340","carbohydrate ABC transporter permease","K10237"
"WP_420182728.1","ACNO8S_RS07345","extracellular solute-binding protein","K10236"
"WP_420182729.1","ACNO8S_RS07390","methylmalonyl Co-A mutase-associated GTPase MeaB","K07588"
"WP_420182735.1","ACNO8S_RS07470","AAA family ATPase","K03924"
"WP_420182736.1","ACNO8S_RS07475","DUF2237 family protein","K09966"
"WP_420182737.1","ACNO8S_RS07480","AAA domain-containing protein","K10742"
"WP_420182738.1","ACNO8S_RS07500","ATP-dependent helicase","K03724"
"WP_420182739.1","ACNO8S_RS07505","dihydrodipicolinate synthase family protein","K01714"
"WP_420182740.1","ACNO8S_RS07530","mRNA surveillance protein pelota","K06965"
"WP_420182742.1","ACNO8S_RS07550","NAD(P)/FAD-dependent oxidoreductase","K18208"
"WP_420182748.1","ACNO8S_RS07695","YcaO-like family protein","K09136"
"WP_420182749.1","ACNO8S_RS07700","DUF63 family protein","K28565"
"WP_420182750.1","ACNO8S_RS07705","inositol monophosphatase family protein","K01092"
"WP_420182760.1","ACNO8S_RS07850","Cdc6/Cdc18 family protein","K10725"
"WP_420182770.1","ACNO8S_RS07905","UPF0179 family protein","K09730"
"WP_420182771.1","ACNO8S_RS07955","bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase","K23144"
"WP_420182773.1","ACNO8S_RS07985","serine O-acetyltransferase","K00640"
"WP_420182774.1","ACNO8S_RS07990","DNA-3-methyladenine glycosylase family protein","K01247"
"WP_420182776.1","ACNO8S_RS08005","succinate dehydrogenase%2C cytochrome b556 subunit","K00241"
"WP_420182780.1","ACNO8S_RS02165","ABC transporter substrate-binding protein","K02035"
"WP_420182785.1","ACNO8S_RS06405","cryptochrome/photolyase family protein","K01669"
"WP_420182787.1","ACNO8S_RS11355","thermosome subunit alpha","K22447"
"WP_420182789.1","ACNO8S_RS12310","DolP-mannose mannosyltransferase","K23252"
"WP_420182791.1","ACNO8S_RS14000","APC family permease","K03294"
"WP_420182792.1","ACNO8S_RS15500","S26 family signal peptidase","K13280"
"WP_420182808.1","ACNO8S_RS16510","CRISPR-associated endonuclease Cas1","K15342"
"WP_420182811.1","ACNO8S_RS16525","ParA family protein","K03496"
"WP_420182815.1","ACNO8S_RS16545","UvrD-helicase domain-containing protein","K03658"
"WP_420182881.1","ACNO8S_RS16465","orc1/cdc6 family replication initiation protein","K10725"
"WP_420182883.1","ACNO8S_RS17540","hydantoinase/oxoprolinase family protein","K01473"
"WP_420182884.1","ACNO8S_RS17545","hydantoinase B/oxoprolinase family protein","K01474"
"WP_420182886.1","ACNO8S_RS17575","ParA family protein","K03496"
"WP_420182895.1","ACNO8S_RS17825","archaea-specific SMC-related protein","K24719"
"WP_420182897.1","ACNO8S_RS17835","NAD(+) synthase","K01916"
"WP_420182898.1","ACNO8S_RS17845","5'-deoxyadenosine deaminase","K12960"
"WP_420182901.1","ACNO8S_RS17870","selenide%2C water dikinase SelD","K01008"
"WP_420182902.1","ACNO8S_RS17875","selenium-dependent molybdenum cofactor biosynthesis protein YqeB","K07402"
"WP_420182904.1","ACNO8S_RS17930","BMP family ABC transporter substrate-binding protein","K07335"
"WP_420182905.1","ACNO8S_RS17935","ABC transporter ATP-binding protein","K23537"
"WP_420182906.1","ACNO8S_RS17945","ABC transporter permease","K23536"
"WP_420182908.1","ACNO8S_RS17960","dihydroorotase","K01464"
"WP_420182909.1","ACNO8S_RS17965","amidohydrolase family protein","K12960"
"WP_420182910.1","ACNO8S_RS17990","bacteriohemerythrin","K01897"
"WP_420182911.1","ACNO8S_RS18020","carotenoid oxygenase family protein","K10252"
"WP_420182912.1","ACNO8S_RS18030","FecCD family ABC transporter permease","K02015"
"WP_420182918.1","ACNO8S_RS18145","cbb3-type cytochrome c oxidase subunit I","K02274"
"WP_420182926.1","ACNO8S_RS18265","formate dehydrogenase subunit alpha","K00123"
"WP_420182927.1","ACNO8S_RS18270","NADH-ubiquinone oxidoreductase-F iron-sulfur binding region domain-containing protein","K00335"
"WP_420182929.1","ACNO8S_RS18300","anthranilate synthase component II","K01658"
"WP_420182930.1","ACNO8S_RS18305","aminodeoxychorismate synthase%2C component I","K01657"
"WP_420182932.1","ACNO8S_RS18375","creatininase family protein","K01470"
"WP_420182933.1","ACNO8S_RS18380","ABC transporter ATP-binding protein","K10112"
"WP_420182936.1","ACNO8S_RS16660","carbon-nitrogen hydrolase family protein","K01501"
"WP_420182937.1","ACNO8S_RS16690","methylenetetrahydrofolate reductase","K00297"
"WP_420182940.1","ACNO8S_RS16710","GcvT family protein","K00309"
"WP_420182941.1","ACNO8S_RS16715","threonine ammonia-lyase","K01754"
"WP_420182943.1","ACNO8S_RS16775","electron transfer flavoprotein subunit beta/FixA family protein","K03521"
"WP_420182945.1","ACNO8S_RS16820","phosphoenolpyruvate--protein phosphotransferase","K08483"
"WP_420182953.1","ACNO8S_RS16905","glycerate kinase type-2 family protein","K11529"
"WP_420182955.1","ACNO8S_RS16915","LUD domain-containing protein","K18929"
"WP_420182956.1","ACNO8S_RS16920","LUD domain-containing protein","K00782"
"WP_420182959.1","ACNO8S_RS16960","class II aldolase/adducin family protein","K01628"
"WP_420182960.1","ACNO8S_RS16965","rhamnulokinase","K00848"
"WP_420182962.1","ACNO8S_RS16975","galactonate dehydratase","K01684"
"WP_420182963.1","ACNO8S_RS16990","DUF2309 domain-containing protein","K09822"
"WP_420182965.1","ACNO8S_RS17010","ABC transporter substrate-binding protein","K02016"
"WP_420182966.1","ACNO8S_RS17015","ABC transporter substrate-binding protein","K02016"
"WP_420182970.1","ACNO8S_RS17105","potassium channel family protein","K03499"
"WP_420182972.1","ACNO8S_RS17120","cytochrome c biogenesis protein CcdA","K06196"
"WP_420182973.1","ACNO8S_RS17130","SCO family protein","K07152"
"WP_420182974.1","ACNO8S_RS17140","APC family permease","K03294"
"WP_420182975.1","ACNO8S_RS17145","inorganic phosphate transporter","K03306"
"WP_420182980.1","ACNO8S_RS17245","sodium-dependent transporter","K03308"
"WP_420182981.1","ACNO8S_RS17255","ABC transporter ATP-binding protein","K11962"
"WP_420182982.1","ACNO8S_RS17260","urea ABC transporter%2C permease protein UrtC","K11961"
"WP_420182983.1","ACNO8S_RS17270","urea ABC transporter substrate-binding protein","K11959"
"WP_420182984.1","ACNO8S_RS17280","urease subunit alpha","K01428"
"WP_420182985.1","ACNO8S_RS17295","urease accessory protein UreD","K03190"
"WP_420182989.1","ACNO8S_RS17345","NAD(P)/FAD-dependent oxidoreductase","K17218"
"WP_420182991.1","ACNO8S_RS17385","thioredoxin","K03671"
"WP_420182993.1","ACNO8S_RS17405","calcium-translocating P-type ATPase%2C PMCA-type","K01537"
"WP_420182995.1","ACNO8S_RS17440","nitrous oxide reductase accessory protein NosL","K19342"
"WP_420182996.1","ACNO8S_RS17460","NosD domain-containing protein","K19340"
"WP_420182996.1","ACNO8S_RS17460","NosD domain-containing protein","K07218"
"WP_420182997.1","ACNO8S_RS17465","formate dehydrogenase subunit alpha","K00123"
"WP_420182999.1","ACNO8S_RS17485","guanosine monophosphate reductase","K00088"
"WP_420183001.1","ACNO8S_RS17510","glutamate dehydrogenase GdhB","K00261"
"WP_420183002.1","ACNO8S_RS17520","bacterio-opsin activator domain-containing protein","K06930"
"WP_420183005.1","ACNO8S_RS16650","aldehyde dehydrogenase family protein","K07249"
"WP_420183006.1","ACNO8S_RS16900","NAD-dependent epimerase/dehydratase family protein","K01784"
"WP_420183007.1","ACNO8S_RS19230","heavy metal translocating P-type ATPase","K01534"
"WP_420183013.1","ACNO8S_RS19290","HpcH/HpaI aldolase/citrate lyase family protein","K01644"
"WP_420183014.1","ACNO8S_RS19340","aldehyde dehydrogenase family protein","K00128"
"WP_420183015.1","ACNO8S_RS19360","thiolase domain-containing protein","K00626"
"WP_420183016.1","ACNO8S_RS19370","thiolase family protein","K00632"
"WP_420183017.1","ACNO8S_RS19395","VOC family protein","K05606"
"WP_420183018.1","ACNO8S_RS19400","penicillin acylase family protein","K01434"
"WP_420183019.1","ACNO8S_RS19405","ABC transporter substrate-binding protein","K01999"
"WP_420183020.1","ACNO8S_RS19430","ABC transporter ATP-binding protein","K10112"
"WP_420183021.1","ACNO8S_RS19445","beta-N-acetylhexosaminidase","K01207"
"WP_420183022.1","ACNO8S_RS19450","carbohydrate ABC transporter permease","K02026"
"WP_420183023.1","ACNO8S_RS19465","SIS domain-containing protein","K00820"
"WP_420183024.1","ACNO8S_RS19480","glucose 1-dehydrogenase","K22969"
"WP_420183025.1","ACNO8S_RS19505","AMP-binding protein","K01895"
"WP_420183028.1","ACNO8S_RS19575","dihydrolipoamide acetyltransferase family protein","K00627"
"WP_420183029.1","ACNO8S_RS19580","dihydrolipoyl dehydrogenase","K00382"
"WP_420183032.1","ACNO8S_RS19600","DUF211 domain-containing protein","K09732"
"WP_420183037.1","ACNO8S_RS19650","NAD(P)/FAD-dependent oxidoreductase","K00384"
"WP_420183040.1","ACNO8S_RS19680","ABC transporter ATP-binding protein","K06147"
"WP_420183049.1","ACNO8S_RS19780","Fic family protein","K04095"
"WP_420183062.1","ACNO8S_RS19905","transcription initiation factor IIB","K03124"
"WP_420183084.1","ACNO8S_RS18450","UvrD-helicase domain-containing protein","K03657"
"WP_420183102.1","ACNO8S_RS18805","heavy metal translocating P-type ATPase","K01534"
"WP_420183104.1","ACNO8S_RS18830","ABC transporter substrate-binding protein","K02035"
"WP_420183113.1","ACNO8S_RS19090","P-loop NTPase","K03593"
"WP_420183124.1","ACNO8S_RS19190","carbohydrate ABC transporter permease","K05815"
"WP_420183125.1","ACNO8S_RS19195","carbohydrate ABC transporter permease","K05814"
"WP_420183128.1","ACNO8S_RS19535","ABC transporter substrate-binding protein","K01999"
