locus_tag,protein_id,product
ACNO8S_RS02070,WP_050037537.1,7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH
ACNO8S_RS02075,WP_014039498.1,7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofG
ACNO8S_RS02080,WP_014039499.1,2-phospho-L-lactate guanylyltransferase
ACNO8S_RS02085,WP_050007444.1,hypothetical protein
ACNO8S_RS02090,WP_005536054.1,tubulin/FtsZ family protein
ACNO8S_RS02095,WP_050007445.1,complex I NDUFA9 subunit family protein
ACNO8S_RS02100,WP_050037539.1,dTMP kinase
ACNO8S_RS02105,WP_014039503.1,hypothetical protein
ACNO8S_RS02110,WP_008310913.1,Lrp/AsnC family transcriptional regulator
ACNO8S_RS02115,WP_146417959.1,potassium channel family protein
ACNO8S_RS02120,WP_014039505.1,Lrp/AsnC family transcriptional regulator
ACNO8S_RS02125,WP_420182401.1,DUF5813 family protein
ACNO8S_RS02135,WP_050037542.1,DUF7529 family protein
ACNO8S_RS02140,WP_420182402.1,DUF7555 family protein
ACNO8S_RS02145,WP_044951665.1,ABC transporter ATP-binding protein
ACNO8S_RS02150,WP_050037544.1,ABC transporter ATP-binding protein
ACNO8S_RS02155,WP_079891631.1,ABC transporter permease
ACNO8S_RS02160,WP_014039512.1,ABC transporter permease
ACNO8S_RS02165,WP_420182780.1,ABC transporter substrate-binding protein
ACNO8S_RS02170,WP_008310891.1,ferredoxin
ACNO8S_RS02175,WP_420182403.1,MOSC domain-containing protein
ACNO8S_RS02180,WP_008310888.1,peptidylprolyl isomerase
ACNO8S_RS02185,WP_014039517.1,alpha/beta fold hydrolase
ACNO8S_RS02190,WP_014039518.1,anthranilate phosphoribosyltransferase
ACNO8S_RS02195,WP_014039519.1,AsnC family transcriptional regulator
ACNO8S_RS02200,WP_023843125.1,response regulator
ACNO8S_RS02205,WP_050037546.1,GTP cyclohydrolase MptA
ACNO8S_RS02210,WP_008310877.1,TrmB family transcriptional regulator
ACNO8S_RS02215,WP_420182404.1,DUF255 domain-containing protein
ACNO8S_RS02220,WP_420182405.1,cytochrome P450
ACNO8S_RS02225,WP_420182406.1,FxsA family protein
ACNO8S_RS02235,WP_420182407.1,class I SAM-dependent methyltransferase
ACNO8S_RS02240,WP_420182408.1,hypothetical protein
ACNO8S_RS02245,WP_050037550.1,low molecular weight phosphatase family protein
ACNO8S_RS02250,WP_420182781.1,DUF7560 family zinc ribbon protein
ACNO8S_RS02255,WP_129756029.1,DUF4013 domain-containing protein
ACNO8S_RS02260,WP_050037552.1,DNA repair protein NreA
ACNO8S_RS02265,WP_050037553.1,hypothetical protein
ACNO8S_RS02270,WP_014039529.1,ribonuclease HI
ACNO8S_RS02275,WP_014039530.1,DUF7108 family protein
ACNO8S_RS02280,WP_004518536.1,PadR family transcriptional regulator
ACNO8S_RS02285,WP_004593839.1,inorganic diphosphatase
ACNO8S_RS02290,WP_004593838.1,hypothetical protein
ACNO8S_RS02295,WP_014039532.1,alkaline phosphatase family protein
ACNO8S_RS02300,WP_014039533.1,tubulin/FtsZ family protein
ACNO8S_RS02305,WP_014039534.1,MarR family transcriptional regulator
ACNO8S_RS02310,WP_014039535.1,type II toxin-antitoxin system RatA family toxin
ACNO8S_RS02315,WP_014039536.1,halocyanin domain-containing protein
ACNO8S_RS02320,WP_014039537.1,hypothetical protein
ACNO8S_RS02325,WP_014039538.1,DUF7333 family protein
ACNO8S_RS02330,WP_050007457.1,hypothetical protein
ACNO8S_RS02335,WP_420182409.1,nucleotide pyrophosphohydrolase
ACNO8S_RS02340,WP_050037554.1,molecular chaperone DnaJ
ACNO8S_RS02345,WP_420182410.1,hypothetical protein
ACNO8S_RS02350,WP_420182411.1,HalOD1 output domain-containing protein
ACNO8S_RS02355,WP_420182412.1,TrmB family transcriptional regulator
ACNO8S_RS02360,WP_008310829.1,DUF7344 domain-containing protein
ACNO8S_RS02365,WP_050037556.1,molecular chaperone DnaK
ACNO8S_RS02370,WP_014039547.1,nucleotide exchange factor GrpE
ACNO8S_RS02375,WP_014039548.1,DUF1328 family protein
ACNO8S_RS02380,WP_014039549.1,hypothetical protein
ACNO8S_RS02385,WP_014039550.1,RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5
ACNO8S_RS02390,WP_129756038.1,(d)CMP kinase
ACNO8S_RS02395,WP_014039551.1,DUF106 domain-containing protein
ACNO8S_RS02400,WP_050037558.1,adenylate kinase
ACNO8S_RS02405,WP_050037559.1,peroxiredoxin
ACNO8S_RS02410,WP_129756039.1,homoserine kinase
ACNO8S_RS02415,WP_050037561.1,histidine kinase N-terminal 7TM domain-containing protein
ACNO8S_RS02420,WP_420182413.1,NAD(P)/FAD-dependent oxidoreductase
ACNO8S_RS02425,WP_050007778.1,DUF6149 family protein
ACNO8S_RS02430,WP_420182414.1,NAD(P)/FAD-dependent oxidoreductase
ACNO8S_RS02435,WP_420182415.1,hypothetical protein
ACNO8S_RS02440,WP_151102919.1,DUF7124 domain-containing protein
ACNO8S_RS02445,WP_420182416.1,hypothetical protein
ACNO8S_RS02450,WP_420182417.1,DUF5815 family protein
ACNO8S_RS02455,WP_420182418.1,hypothetical protein
ACNO8S_RS02460,WP_014039561.1,hypothetical protein
ACNO8S_RS02465,WP_420182419.1,carbamoyl-phosphate synthase large subunit
ACNO8S_RS02470,WP_420182420.1,PAS domain S-box protein
ACNO8S_RS02475,WP_420182421.1,hypothetical protein
ACNO8S_RS02480,WP_050037568.1,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
ACNO8S_RS02485,WP_008310783.1,Lrp/AsnC family transcriptional regulator
ACNO8S_RS02490,WP_014039566.1,mechanosensitive ion channel family protein
ACNO8S_RS02495,WP_151102926.1,AI-2E family transporter
ACNO8S_RS02500,WP_420182422.1,sensor histidine kinase
ACNO8S_RS02505,WP_014039569.1,DEAD/DEAH box helicase
ACNO8S_RS02510,WP_420182782.1,ATP-binding cassette domain-containing protein
ACNO8S_RS02515,WP_420182423.1,vitamin B12 ABC transporter permease BtuC
ACNO8S_RS02520,WP_420182424.1,PGF-CTERM-anchored ABC transporter substrate-binding protein
ACNO8S_RS02525,WP_420182425.1,5-formyltetrahydrofolate cyclo-ligase
ACNO8S_RS02530,WP_420182426.1,Eco57I restriction-modification methylase domain-containing protein
ACNO8S_RS02535,WP_420182427.1,hypothetical protein
ACNO8S_RS02540,WP_420182428.1,hypothetical protein
ACNO8S_RS02545,WP_420182429.1,hypothetical protein
ACNO8S_RS02550,WP_420182430.1,helicase-related protein
ACNO8S_RS02555,WP_420182431.1,hypothetical protein
ACNO8S_RS02560,WP_420182432.1,ribbon-helix-helix protein%2C CopG family
ACNO8S_RS02565,WP_420182433.1,hypothetical protein
ACNO8S_RS02570,WP_420182434.1,hypothetical protein
ACNO8S_RS02575,WP_420182435.1,hypothetical protein
ACNO8S_RS02580,WP_420182436.1,hypothetical protein
ACNO8S_RS02585,WP_420182437.1,tyrosine-type recombinase/integrase
ACNO8S_RS02590,WP_420182438.1,5-formyltetrahydrofolate cyclo-ligase
ACNO8S_RS02595,WP_420182439.1,ATP-binding protein
ACNO8S_RS02600,WP_014039575.1,dihydrolipoyl dehydrogenase family protein
ACNO8S_RS02605,WP_420182440.1,efflux RND transporter permease subunit
ACNO8S_RS02610,WP_050037578.1,COG1361 S-layer family protein
ACNO8S_RS02615,WP_014039578.1,TetR/AcrR family transcriptional regulator
ACNO8S_RS02620,WP_014039579.1,response regulator
ACNO8S_RS02625,WP_023843132.1,hypothetical protein
ACNO8S_RS02630,WP_008310747.1,hypothetical protein
ACNO8S_RS02635,WP_050007553.1,NAD(+)/NADH kinase
ACNO8S_RS02640,WP_050037579.1,KaiC domain-containing protein
ACNO8S_RS02645,WP_014039582.1,DUF4013 domain-containing protein
ACNO8S_RS02650,WP_014039583.1,universal stress protein
ACNO8S_RS02655,WP_014039584.1,universal stress protein
ACNO8S_RS02660,WP_420182441.1,ATP-binding protein
ACNO8S_RS02665,WP_079980821.1,endonuclease/exonuclease/phosphatase family protein
ACNO8S_RS02670,WP_014039587.1,DUF7113 family protein
ACNO8S_RS02675,WP_420182442.1,helix-turn-helix domain-containing protein
ACNO8S_RS02680,WP_014039589.1,DUF7521 family protein
ACNO8S_RS02685,WP_014039590.1,DNA double-strand break repair nuclease NurA
ACNO8S_RS02690,WP_004593761.1,DUF7522 family protein
ACNO8S_RS02695,WP_420182443.1,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
ACNO8S_RS02700,WP_151102938.1,RNA 2'-phosphotransferase
ACNO8S_RS02705,WP_014039593.1,bifunctional helix-turn-helix transcriptional regulator/GNAT family N-acetyltransferase
ACNO8S_RS02710,WP_023843134.1,pyridoxamine 5'-phosphate oxidase family protein
ACNO8S_RS02715,WP_058990876.1,carboxylating nicotinate-nucleotide diphosphorylase
ACNO8S_RS02720,WP_014039596.1,L-aspartate oxidase
ACNO8S_RS02725,WP_196219990.1,quinolinate synthase NadA
ACNO8S_RS02730,NA,amidohydrolase
ACNO8S_RS02735,WP_050007558.1,hydroxymethylglutaryl-CoA reductase (NADPH)
ACNO8S_RS02740,WP_420182444.1,hypothetical protein
ACNO8S_RS02745,WP_420182445.1,DUF5817 domain-containing protein
ACNO8S_RS02750,WP_008310705.1,cupin domain-containing protein
ACNO8S_RS02755,WP_064288251.1,hypothetical protein
ACNO8S_RS02760,WP_014039604.1,hypothetical protein
ACNO8S_RS02765,WP_008310699.1,hypothetical protein
ACNO8S_RS02770,WP_014039605.1,isocitrate dehydrogenase (NADP(+))
ACNO8S_RS02775,WP_420182446.1,isoaspartyl peptidase/L-asparaginase
ACNO8S_RS02780,WP_014039607.1,type II methionyl aminopeptidase
ACNO8S_RS02785,WP_004518623.1,hypothetical protein
ACNO8S_RS02790,WP_064288254.1,HIT family protein
ACNO8S_RS02795,WP_014039609.1,Rieske 2Fe-2S domain-containing protein
ACNO8S_RS02800,WP_014039610.1,cation diffusion facilitator family transporter
ACNO8S_RS02805,WP_050007510.1,DoxX family protein
ACNO8S_RS02810,WP_420182447.1,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
ACNO8S_RS02815,WP_146417570.1,deoxyribose-phosphate aldolase
ACNO8S_RS02820,WP_129756063.1,DUF63 family protein
ACNO8S_RS02825,WP_044951686.1,hypothetical protein
ACNO8S_RS02830,WP_014039616.1,hypothetical protein
ACNO8S_RS02835,WP_014039617.1,hypothetical protein
ACNO8S_RS02840,WP_004518634.1,nucleoside phosphorylase
ACNO8S_RS02845,WP_420182448.1,HPP family protein
ACNO8S_RS02850,WP_050037598.1,NAD-binding protein
ACNO8S_RS02855,WP_420182449.1,potassium channel family protein
ACNO8S_RS02860,WP_420182450.1,potassium transporter TrkA
ACNO8S_RS02865,WP_014039622.1,ubiquitin-like small modifier protein 1
ACNO8S_RS02870,WP_420182783.1,histidine kinase N-terminal 7TM domain-containing protein
ACNO8S_RS02875,WP_014039624.1,GNAT family N-acetyltransferase
ACNO8S_RS02880,WP_014039625.1,Glu-tRNA(Gln) amidotransferase subunit GatD
ACNO8S_RS02885,WP_050037601.1,DUF5789 family protein
ACNO8S_RS02890,WP_050037602.1,hypothetical protein
ACNO8S_RS02895,WP_014039628.1,Na+/H+ antiporter NhaC family protein
ACNO8S_RS02900,WP_420182451.1,ArsR/SmtB family transcription factor
ACNO8S_RS02905,WP_151102945.1,hypothetical protein
ACNO8S_RS02910,WP_151102946.1,DUF1405 domain-containing protein
ACNO8S_RS02915,WP_151102947.1,DUF5802 family protein
ACNO8S_RS02920,WP_191450608.1,hypothetical protein
ACNO8S_RS02925,WP_008310652.1,helix-turn-helix domain-containing protein
ACNO8S_RS02930,WP_151146958.1,Vms1/Ankzf1 family peptidyl-tRNA hydrolase
ACNO8S_RS02935,WP_420182452.1,DUF1611 domain-containing protein
ACNO8S_RS02940,WP_420182453.1,dipeptide epimerase
ACNO8S_RS02945,WP_044951693.1,peroxiredoxin
ACNO8S_RS02950,WP_420182454.1,hypothetical protein
ACNO8S_RS02955,WP_014039637.1,gamma carbonic anhydrase family protein
ACNO8S_RS02960,WP_014039638.1,universal stress protein
ACNO8S_RS02965,WP_014039639.1,HTH domain-containing protein
ACNO8S_RS02970,WP_014039640.1,threonine--tRNA ligase
ACNO8S_RS02975,WP_014039641.1,hypothetical protein
ACNO8S_RS02980,WP_050037613.1,diacylglycerol/lipid kinase family protein
ACNO8S_RS02985,WP_023843140.1,SLC13 family permease
ACNO8S_RS02990,WP_014039644.1,PspA/IM30 family protein
ACNO8S_RS02995,WP_014039645.1,alpha/beta hydrolase
ACNO8S_RS03000,WP_014039646.1,hypothetical protein
ACNO8S_RS03005,WP_008310615.1,hypothetical protein
ACNO8S_RS03010,WP_044951697.1,CTP synthase
ACNO8S_RS03015,WP_008310611.1,glutamine-hydrolyzing GMP synthase
ACNO8S_RS03020,WP_023843141.1,DUF7126 family protein
ACNO8S_RS03025,WP_420182455.1,mechanosensitive ion channel family protein
ACNO8S_RS03030,WP_014039651.1,MBL fold metallo-hydrolase
ACNO8S_RS03035,WP_146417560.1,aldo/keto reductase
ACNO8S_RS03040,WP_420182456.1,WD40/YVTN/BNR-like repeat-containing protein
ACNO8S_RS03045,WP_058990877.1,molybdopterin-binding protein
ACNO8S_RS03050,WP_023843142.1,hypothetical protein
ACNO8S_RS03055,WP_014039655.1,hypothetical protein
ACNO8S_RS03060,WP_420182457.1,histidine kinase N-terminal 7TM domain-containing protein
ACNO8S_RS03065,WP_050037618.1,SDR family NAD(P)-dependent oxidoreductase
ACNO8S_RS03070,WP_008310591.1,NUDIX hydrolase
ACNO8S_RS03075,WP_008310589.1,helix-turn-helix domain-containing protein
ACNO8S_RS03080,WP_174878656.1,SRPBCC family protein
ACNO8S_RS03085,WP_008310586.1,CGCGG family rSAM-modified RiPP protein
ACNO8S_RS03090,WP_420182458.1,radical SAM protein
ACNO8S_RS03095,WP_023843143.1,helix-turn-helix domain-containing protein
ACNO8S_RS03100,WP_420182459.1,hypothetical protein
ACNO8S_RS03105,WP_008310578.1,DUF2249 domain-containing protein
ACNO8S_RS03110,WP_044951700.1,hypothetical protein
ACNO8S_RS03115,WP_004593670.1,ArsR/SmtB family transcription factor
ACNO8S_RS03120,WP_014039664.1,pyridoxal phosphate-dependent aminotransferase
ACNO8S_RS03125,WP_420182460.1,S8 family serine peptidase
ACNO8S_RS03130,WP_420182461.1,thiolase family protein
ACNO8S_RS03135,WP_014039667.1,hypothetical protein
ACNO8S_RS03140,WP_151146922.1,MarR family transcriptional regulator
ACNO8S_RS03145,WP_207210964.1,metallophosphoesterase
ACNO8S_RS03150,WP_008310556.1,hypothetical protein
ACNO8S_RS03155,WP_420182462.1,NAD(P)/FAD-dependent oxidoreductase
ACNO8S_RS03160,WP_420182463.1,threonine synthase
ACNO8S_RS03165,WP_420182464.1,alcohol dehydrogenase catalytic domain-containing protein
ACNO8S_RS03170,WP_420182465.1,universal stress protein
ACNO8S_RS03175,WP_014039674.1,universal stress protein
ACNO8S_RS03180,WP_014039675.1,J domain-containing protein
ACNO8S_RS03185,WP_420182466.1,proteasome assembly chaperone family protein
ACNO8S_RS03190,WP_420182467.1,RNA-protein complex protein Nop10
ACNO8S_RS03195,WP_420182468.1,translation initiation factor IF-2 subunit alpha
ACNO8S_RS03200,WP_004518703.1,30S ribosomal protein S27e
ACNO8S_RS03205,WP_004593654.1,50S ribosomal protein L44e
ACNO8S_RS03210,WP_420182469.1,hypothetical protein
ACNO8S_RS03215,WP_004593652.1,HAH_0734 family protein
ACNO8S_RS03220,WP_420182470.1,DUF2298 domain-containing protein
ACNO8S_RS03225,WP_420182471.1,glycosyltransferase
ACNO8S_RS03230,WP_014039682.1,GtrA family protein
ACNO8S_RS03240,WP_146417546.1,hypothetical protein
ACNO8S_RS03245,WP_004518711.1,hypoxanthine/guanine phosphoribosyltransferase
ACNO8S_RS03250,WP_420182472.1,hypothetical protein
ACNO8S_RS03255,WP_420182473.1,hypothetical protein
ACNO8S_RS03260,WP_129755131.1,type IV pilin
ACNO8S_RS03265,WP_420182474.1,DUF7344 domain-containing protein
ACNO8S_RS03270,WP_050007431.1,type IV pilin N-terminal domain-containing protein
ACNO8S_RS03275,WP_420182475.1,Na(+)/H(+) antiporter subunit D
ACNO8S_RS03280,WP_420182476.1,cation:proton antiporter
ACNO8S_RS03285,WP_058990880.1,monovalent cation/H+ antiporter subunit D family protein
ACNO8S_RS03290,WP_014039689.1,cation:proton antiporter subunit C
ACNO8S_RS03295,WP_050037636.1,Na(+)/H(+) antiporter subunit B
ACNO8S_RS03300,WP_050037637.1,DUF4040 domain-containing protein
ACNO8S_RS03305,WP_008310505.1,monovalent cation/H(+) antiporter subunit G
ACNO8S_RS03310,WP_005535719.1,cation:proton antiporter
ACNO8S_RS03315,WP_044952163.1,monovalent cation/H+ antiporter subunit E
ACNO8S_RS03320,WP_050037638.1,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
ACNO8S_RS03325,WP_420182477.1,DUF7519 family protein
ACNO8S_RS03330,WP_420182478.1,DUF58 domain-containing protein
ACNO8S_RS03335,WP_050037641.1,DUF7269 family protein
ACNO8S_RS03340,WP_420182479.1,DUF4129 domain-containing protein
ACNO8S_RS03345,WP_420182480.1,M48 family metalloprotease
ACNO8S_RS03350,WP_420182481.1,FAD-dependent oxidoreductase
ACNO8S_RS03355,WP_420182482.1,proteasome-activating nucleotidase Pan1
ACNO8S_RS03360,WP_420182483.1,DUF420 domain-containing protein
ACNO8S_RS03365,WP_420182484.1,HD domain-containing protein
ACNO8S_RS03370,WP_420182485.1,amidohydrolase family protein
ACNO8S_RS03375,WP_420182486.1,SHOCT domain-containing protein
ACNO8S_RS03380,WP_050037648.1,universal stress protein
ACNO8S_RS03385,WP_014039707.1,biotin--[acetyl-CoA-carboxylase] ligase
ACNO8S_RS03390,WP_023843149.1,acetyl-CoA carboxylase biotin carboxylase subunit
ACNO8S_RS03395,WP_420182487.1,acc operon protein
ACNO8S_RS03400,WP_014039710.1,acyl-CoA carboxylase subunit beta
ACNO8S_RS03405,WP_146417528.1,uracil-DNA glycosylase family protein
ACNO8S_RS03410,WP_146417527.1,helix-turn-helix transcriptional regulator
ACNO8S_RS03415,WP_151102983.1,DMT family transporter
ACNO8S_RS03420,WP_014039714.1,sodium-dependent transporter
ACNO8S_RS03425,WP_008310451.1,hypothetical protein
ACNO8S_RS03430,WP_420182488.1,SDR family oxidoreductase
ACNO8S_RS03435,WP_420182489.1,NADPH:quinone reductase
ACNO8S_RS03440,WP_151103930.1,methyl-accepting chemotaxis protein
ACNO8S_RS03445,WP_151102988.1,sensory rhodopsin II
ACNO8S_RS03450,WP_008310443.1,hypothetical protein
ACNO8S_RS03455,WP_008310442.1,transcription initiation factor IIB
ACNO8S_RS03460,WP_420182490.1,hypothetical protein
ACNO8S_RS03465,WP_129754858.1,RNA methyltransferase
ACNO8S_RS03470,WP_420182491.1,bacterio-opsin activator domain-containing protein
ACNO8S_RS03475,WP_050006915.1,HTH domain-containing protein
ACNO8S_RS03480,WP_050037659.1,DUF7344 domain-containing protein
ACNO8S_RS03485,WP_050037660.1,Glu-tRNA(Gln) amidotransferase subunit GatE
ACNO8S_RS03490,WP_420182492.1,DUF7537 family lipoprotein
ACNO8S_RS03495,WP_044951716.1,hypothetical protein
ACNO8S_RS03500,WP_420182493.1,GNAT family N-acetyltransferase
ACNO8S_RS03505,WP_014039729.1,class II fumarate hydratase
ACNO8S_RS03510,WP_014039730.1,carbohydrate ABC transporter permease
ACNO8S_RS03515,WP_014039731.1,carbohydrate ABC transporter permease
ACNO8S_RS03520,WP_050006913.1,ABC transporter ATP-binding protein
ACNO8S_RS03525,WP_420182494.1,flap endonuclease-1
ACNO8S_RS03530,WP_064288313.1,GNAT family N-acetyltransferase
ACNO8S_RS03535,WP_014039735.1,DUF3054 domain-containing protein
ACNO8S_RS03540,WP_014039736.1,DUF7331 family protein
ACNO8S_RS03545,WP_014039737.1,hypothetical protein
ACNO8S_RS03550,WP_014039738.1,ornithine cyclodeaminase family protein
ACNO8S_RS03555,WP_420182495.1,presenilin family intramembrane aspartyl protease PSH
ACNO8S_RS03560,WP_014039740.1,H/ACA ribonucleoprotein complex subunit GAR1
ACNO8S_RS03565,WP_004593581.1,signal recognition particle subunit SRP19
ACNO8S_RS03570,WP_014039742.1,CAP domain-containing protein
ACNO8S_RS03575,WP_050037666.1,cytochrome c oxidase subunit II
ACNO8S_RS03580,WP_050037667.1,heme o synthase
ACNO8S_RS03585,WP_420182496.1,DUF7546 family protein
ACNO8S_RS03590,WP_050037669.1,SelT/SelW/SelH family protein
ACNO8S_RS03595,WP_050037670.1,ABC transporter ATP-binding protein
ACNO8S_RS03600,WP_014039748.1,ABC transporter permease
ACNO8S_RS03605,WP_023843156.1,protein-tyrosine phosphatase family protein
ACNO8S_RS03610,WP_420182497.1,2-phospho-L-lactate transferase
ACNO8S_RS03615,WP_151103013.1,tRNA-dihydrouridine synthase
ACNO8S_RS03620,WP_371727274.1,triphosphoribosyl-dephospho-CoA synthase
ACNO8S_RS03625,WP_420182498.1,DUF447 domain-containing protein
ACNO8S_RS03630,WP_004516807.1,30S ribosomal protein S17e
ACNO8S_RS03635,WP_014039754.1,Mrp/NBP35 family ATP-binding protein
ACNO8S_RS03640,WP_014039755.1,hypothetical protein
ACNO8S_RS03650,WP_008310371.1,30S ribosomal protein S13
ACNO8S_RS03655,WP_004593562.1,30S ribosomal protein S4
ACNO8S_RS03660,WP_004516802.1,30S ribosomal protein S11
ACNO8S_RS03665,WP_004963344.1,DNA-directed RNA polymerase subunit D
ACNO8S_RS03675,WP_004516800.1,50S ribosomal protein L18e
ACNO8S_RS03680,WP_008310363.1,50S ribosomal protein L13
ACNO8S_RS03685,WP_004516798.1,30S ribosomal protein S9
ACNO8S_RS03690,WP_023843157.1,DNA-directed RNA polymerase subunit N
ACNO8S_RS03695,WP_004516796.1,DNA-directed RNA polymerase subunit K
ACNO8S_RS03700,WP_050006905.1,phosphopyruvate hydratase
ACNO8S_RS03705,WP_420182499.1,30S ribosomal protein S2
ACNO8S_RS03710,WP_014039759.1,DUF5518 domain-containing protein
ACNO8S_RS03715,WP_014039760.1,DUF5518 domain-containing protein
ACNO8S_RS03720,WP_050006902.1,cytochrome P450
ACNO8S_RS03725,WP_151103019.1,PAS domain S-box protein
ACNO8S_RS03730,WP_151103021.1,mevalonate kinase
ACNO8S_RS03735,WP_014039764.1,isopentenyl phosphate kinase
ACNO8S_RS03740,WP_420182500.1,hypothetical protein
ACNO8S_RS03745,WP_014039766.1,ribonuclease J
ACNO8S_RS03750,WP_008310347.1,geranylfarnesyl diphosphate synthase
ACNO8S_RS03755,WP_420182501.1,ArsA family ATPase
ACNO8S_RS03760,WP_420182502.1,glutamate--tRNA ligase
