locus_tag,protein_id,product
ACAH01_RS02195,WP_372480104.1,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT
ACAH01_RS02200,WP_372480105.1,hypothetical protein
ACAH01_RS02205,WP_153554622.1,phosphoribosyl-ATP diphosphatase
ACAH01_RS02210,WP_153554621.1,multidrug efflux SMR transporter
ACAH01_RS02215,WP_372480106.1,ASCH domain-containing protein
ACAH01_RS02220,WP_240936922.1,hypothetical protein
ACAH01_RS02225,WP_153554618.1,GTPase
ACAH01_RS02235,WP_153554617.1,hypothetical protein
ACAH01_RS02240,WP_170092759.1,hypothetical protein
ACAH01_RS02245,WP_372480107.1,iron transporter
ACAH01_RS02250,WP_372480108.1,Tat pathway signal protein
ACAH01_RS02255,WP_372480109.1,ABC transporter substrate-binding protein
ACAH01_RS02260,WP_372480110.1,ABC transporter permease
ACAH01_RS02265,WP_208627330.1,ABC transporter permease
ACAH01_RS02270,WP_170092755.1,ABC transporter ATP-binding protein
ACAH01_RS02275,WP_170092754.1,oligopeptide/dipeptide ABC transporter ATP-binding protein
ACAH01_RS02280,WP_372480111.1,hypothetical protein
ACAH01_RS02285,WP_372480112.1,hypothetical protein
ACAH01_RS02290,WP_372480113.1,phosphoglycerate kinase
ACAH01_RS02295,WP_170092750.1,metallophosphoesterase
ACAH01_RS02300,WP_170092749.1,type II glyceraldehyde-3-phosphate dehydrogenase
ACAH01_RS02305,WP_170092748.1,aminopeptidase
ACAH01_RS02310,WP_372480114.1,hypothetical protein
ACAH01_RS02315,WP_170092746.1,HVO_0476 family zinc finger protein
ACAH01_RS02320,WP_372480115.1,protein-L-isoaspartate(D-aspartate) O-methyltransferase
ACAH01_RS02325,WP_372480116.1,hypothetical protein
ACAH01_RS02330,WP_372480117.1,protein-L-isoaspartate O-methyltransferase
ACAH01_RS02335,WP_372480118.1,tubulin/FtsZ family protein
ACAH01_RS02340,WP_170092741.1,carboxypeptidase regulatory-like domain-containing protein
ACAH01_RS02345,WP_372480119.1,fluoride efflux transporter CrcB
ACAH01_RS02350,WP_372480120.1,fluoride efflux transporter CrcB
ACAH01_RS02355,WP_372480121.1,winged helix-turn-helix transcriptional regulator
ACAH01_RS02360,WP_170092737.1,hypothetical protein
ACAH01_RS02375,WP_153554592.1,DNA-directed RNA polymerase subunit H
ACAH01_RS02380,WP_153554591.1,DNA-directed RNA polymerase subunit B''
ACAH01_RS02385,WP_170092736.1,DNA-directed RNA polymerase subunit B
ACAH01_RS02390,WP_170092735.1,DNA-directed RNA polymerase subunit A'
ACAH01_RS02395,WP_170092734.1,DNA-directed RNA polymerase subunit A''
ACAH01_RS02400,WP_170092733.1,NusA-like transcription termination signal-binding factor
ACAH01_RS02405,WP_012808037.1,30S ribosomal protein S12
ACAH01_RS02410,WP_012808036.1,30S ribosomal protein S7
ACAH01_RS02415,WP_372480122.1,biotin transporter BioY
ACAH01_RS02420,WP_372480123.1,energy-coupling factor ABC transporter ATP-binding protein
ACAH01_RS02425,WP_372480124.1,energy-coupling factor transporter transmembrane protein EcfT
ACAH01_RS02430,WP_170092730.1,DUF5781 family protein
ACAH01_RS02435,WP_170092729.1,elongation factor EF-2
ACAH01_RS02440,WP_372480125.1,VOC family protein
ACAH01_RS02445,WP_372480126.1,ATP-binding protein
ACAH01_RS02450,WP_372480127.1,histidine kinase N-terminal 7TM domain-containing protein
ACAH01_RS02455,WP_372480128.1,tail fiber domain-containing protein
ACAH01_RS02460,WP_012808026.1,amino acid-binding protein
ACAH01_RS02465,WP_170092724.1,homoserine dehydrogenase
ACAH01_RS02470,WP_372480129.1,translation elongation factor EF-1 subunit alpha
ACAH01_RS02475,WP_012808023.1,30S ribosomal protein S10
ACAH01_RS02485,WP_153554567.1,hypothetical protein
ACAH01_RS02490,WP_372480130.1,hypothetical protein
ACAH01_RS02495,WP_372480131.1,aldo/keto reductase
ACAH01_RS02500,WP_170092691.1,CPCC family cysteine-rich protein
ACAH01_RS02505,WP_153554563.1,DUF6360 family protein
ACAH01_RS02510,WP_170092689.1,hypothetical protein
ACAH01_RS02515,WP_170092688.1,nitrite/sulfite reductase
ACAH01_RS02520,WP_170092687.1,hypothetical protein
ACAH01_RS02525,WP_170092686.1,hypothetical protein
ACAH01_RS02530,WP_153554559.1,hypothetical protein
ACAH01_RS02535,WP_372480132.1,ferredoxin Fer
ACAH01_RS02540,WP_153554557.1,helix-turn-helix transcriptional regulator
ACAH01_RS02545,WP_372480133.1,hypothetical protein
ACAH01_RS02550,WP_153554555.1,hypothetical protein
ACAH01_RS02555,WP_153554554.1,RNA-binding protein
ACAH01_RS02560,WP_372480134.1,ArsR family transcriptional regulator
ACAH01_RS02565,WP_372480135.1,sugar phosphate isomerase/epimerase family protein
ACAH01_RS02570,WP_372480136.1,aryl-sulfate sulfotransferase
ACAH01_RS02575,WP_372480137.1,HVO_2922 family protein
ACAH01_RS02580,WP_170092679.1,hypothetical protein
ACAH01_RS02585,WP_153554548.1,hypothetical protein
ACAH01_RS02590,WP_012807947.1,hypothetical protein
ACAH01_RS02600,NA,DUF192 domain-containing protein
ACAH01_RS02605,WP_372480784.1,DUF192 domain-containing protein
ACAH01_RS02610,WP_372480138.1,ABC transporter ATP-binding protein
ACAH01_RS02615,WP_372480785.1,M28 family peptidase
ACAH01_RS02620,WP_372480139.1,DUF302 domain-containing protein
ACAH01_RS02630,WP_153554543.1,2Fe-2S iron-sulfur cluster-binding protein
ACAH01_RS02635,WP_372480140.1,hypothetical protein
ACAH01_RS02640,WP_372480141.1,type IV pilin
ACAH01_RS02645,WP_372480142.1,decarboxylating 6-phosphogluconate dehydrogenase
ACAH01_RS02650,WP_012807936.1,DUF5786 family protein
ACAH01_RS02655,WP_153554540.1,ZIP family metal transporter
ACAH01_RS02660,WP_372480143.1,aryl-sulfate sulfotransferase
ACAH01_RS02665,WP_372480144.1,site-2 protease family protein
ACAH01_RS02670,WP_153554537.1,hypothetical protein
ACAH01_RS02675,WP_372480145.1,AEC family transporter
ACAH01_RS02680,WP_372480146.1,thiamine phosphate synthase
ACAH01_RS02685,WP_372480147.1,ABC transporter ATP-binding protein
ACAH01_RS02690,WP_206039096.1,translation initiation factor eIF-1A
ACAH01_RS02695,WP_372480148.1,oxidoreductase
ACAH01_RS02700,WP_372480149.1,ABC transporter substrate-binding protein
ACAH01_RS02705,WP_170092662.1,ABC transporter ATP-binding protein
ACAH01_RS02710,WP_170092661.1,iron ABC transporter permease
ACAH01_RS02715,WP_372480150.1,ABC transporter substrate-binding protein
ACAH01_RS02720,WP_372480151.1,FAD-dependent oxidoreductase
ACAH01_RS02725,WP_372480152.1,hypothetical protein
ACAH01_RS02730,WP_170092657.1,ribbon-helix-helix protein%2C CopG family
ACAH01_RS02735,WP_372480153.1,DNA starvation/stationary phase protection protein DpsA
ACAH01_RS02740,WP_170092655.1,hypothetical protein
ACAH01_RS02745,WP_206039095.1,metal-dependent transcriptional regulator
ACAH01_RS02750,WP_170092654.1,hypothetical protein
ACAH01_RS02755,WP_372480154.1,Rieske (2Fe-2S) protein
ACAH01_RS02760,WP_372480155.1,FAD-dependent oxidoreductase
ACAH01_RS02765,WP_372480156.1,cupin domain-containing protein
ACAH01_RS02770,WP_372480157.1,hypothetical protein
ACAH01_RS02775,WP_372480158.1,hypothetical protein
ACAH01_RS02780,WP_372480159.1,MBL fold metallo-hydrolase
ACAH01_RS02785,WP_372480160.1,sugar kinase
ACAH01_RS02790,WP_372480161.1,DNA mismatch repair endonuclease MutL
ACAH01_RS02795,WP_346775207.1,hypothetical protein
ACAH01_RS02800,WP_372480162.1,hypothetical protein
ACAH01_RS02805,WP_208627247.1,M48 family metallopeptidase
ACAH01_RS02810,WP_372480163.1,hypothetical protein
ACAH01_RS02815,WP_372480164.1,DoxX family protein
ACAH01_RS02820,WP_372480165.1,hypothetical protein
ACAH01_RS02825,NA,metallophosphoesterase
ACAH01_RS02830,WP_372480166.1,metallophosphoesterase
ACAH01_RS02835,WP_372480167.1,N-acetyltransferase family protein
ACAH01_RS02840,WP_372480168.1,DNA mismatch repair protein MutS
ACAH01_RS02845,WP_372480169.1,glycyl aminopeptidase
ACAH01_RS02850,WP_372480170.1,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
ACAH01_RS02855,WP_164731963.1,hypothetical protein
ACAH01_RS02860,WP_170092637.1,hypothetical protein
ACAH01_RS02865,WP_372480171.1,DsbA family protein
ACAH01_RS02870,WP_153554500.1,co-chaperone YbbN
ACAH01_RS02875,WP_372480786.1,sulfite exporter TauE/SafE family protein
ACAH01_RS02880,WP_372480172.1,DNA mismatch repair protein MutS
ACAH01_RS02885,WP_170092633.1,PstS family phosphate ABC transporter substrate-binding protein
ACAH01_RS02890,WP_170092632.1,phosphate ABC transporter permease subunit PstC
ACAH01_RS02895,WP_372480173.1,phosphate ABC transporter permease PstA
ACAH01_RS02900,WP_372480174.1,phosphate ABC transporter ATP-binding protein PstB
ACAH01_RS02905,WP_372480175.1,PhoU domain-containing protein
ACAH01_RS02910,WP_153554492.1,hypothetical protein
ACAH01_RS02915,WP_372480176.1,NosD domain-containing protein
ACAH01_RS02920,WP_170092626.1,ABC transporter ATP-binding protein
ACAH01_RS02925,WP_372480177.1,hypothetical protein
ACAH01_RS02930,WP_170092624.1,helix-turn-helix domain-containing protein
ACAH01_RS02935,WP_372480178.1,nitrous oxide reductase accessory protein NosL
ACAH01_RS02940,WP_372480179.1,hypothetical protein
ACAH01_RS02945,WP_153554485.1,metallophosphoesterase family protein
ACAH01_RS02950,WP_240936918.1,helix-turn-helix transcriptional regulator
ACAH01_RS02955,WP_372480180.1,hypothetical protein
ACAH01_RS02960,WP_372480181.1,coenzyme F420-0:L-glutamate ligase
ACAH01_RS02965,WP_372480182.1,5%2C10-methylenetetrahydromethanopterin reductase
ACAH01_RS02970,WP_153554480.1,hypothetical protein
ACAH01_RS02975,WP_153554479.1,cold-shock protein
ACAH01_RS02980,WP_372480183.1,RNA-guided endonuclease InsQ/TnpB family protein
ACAH01_RS02985,WP_372480184.1,hypothetical protein
ACAH01_RS02990,WP_372480185.1,MOSC domain-containing protein
ACAH01_RS02995,WP_372480186.1,redoxin domain-containing protein
ACAH01_RS03000,WP_153554475.1,EamA family transporter
ACAH01_RS03005,WP_372480187.1,AAA family ATPase
ACAH01_RS03010,WP_206039094.1,MgtC/SapB family protein
ACAH01_RS03015,WP_372480188.1,ABC transporter substrate-binding protein
ACAH01_RS03020,WP_372480189.1,carbohydrate ABC transporter permease
ACAH01_RS03025,WP_170092613.1,carbohydrate ABC transporter permease
ACAH01_RS03030,WP_372480190.1,ABC transporter ATP-binding protein
ACAH01_RS03035,WP_372480191.1,glycerophosphodiester phosphodiesterase
ACAH01_RS03040,WP_170092611.1,IclR family transcriptional regulator
ACAH01_RS03045,WP_372480192.1,TIGR03557 family F420-dependent LLM class oxidoreductase
ACAH01_RS03050,WP_372480193.1,thiamine pyrophosphate-binding protein
ACAH01_RS03055,WP_372480194.1,CoA-acylating methylmalonate-semialdehyde dehydrogenase
ACAH01_RS03060,WP_372480787.1,HpcH/HpaI aldolase/citrate lyase family protein
ACAH01_RS03065,WP_372480195.1,Gfo/Idh/MocA family protein
ACAH01_RS03070,WP_372480196.1,mandelate racemase/muconate lactonizing enzyme family protein
ACAH01_RS03075,WP_372480197.1,sugar phosphate isomerase/epimerase family protein
ACAH01_RS03080,WP_372480198.1,MFS transporter
ACAH01_RS03085,WP_372480199.1,excinuclease ABC subunit UvrA
ACAH01_RS03090,WP_170092602.1,LURP-one-related/scramblase family protein
ACAH01_RS03095,WP_372480200.1,hypothetical protein
ACAH01_RS03100,WP_206039091.1,plastocyanin/azurin family copper-binding protein
ACAH01_RS03105,WP_372480201.1,LVIVD repeat-containing protein
ACAH01_RS03110,WP_372480202.1,hypothetical protein
ACAH01_RS03115,WP_372480203.1,DUF402 domain-containing protein
ACAH01_RS03120,WP_372480204.1,hypothetical protein
ACAH01_RS03125,WP_153554456.1,preprotein translocase subunit Sec61beta
ACAH01_RS03130,WP_012807842.1,co-chaperone YbbN
ACAH01_RS03135,WP_012807841.1,MarR family winged helix-turn-helix transcriptional regulator
ACAH01_RS03140,WP_153554455.1,hypothetical protein
ACAH01_RS03145,WP_153554454.1,ribosome biogenesis/translation initiation ATPase RLI
ACAH01_RS03150,WP_372480205.1,hypothetical protein
ACAH01_RS03155,WP_018256606.1,hypothetical protein
ACAH01_RS03160,WP_153554451.1,archaemetzincin family Zn-dependent metalloprotease
ACAH01_RS03165,WP_170092596.1,UPF0146 family protein
ACAH01_RS03170,WP_372480206.1,TIGR01548 family HAD-type hydrolase
ACAH01_RS03175,WP_372480207.1,hypothetical protein
ACAH01_RS03180,WP_170092594.1,NADPH-dependent F420 reductase
ACAH01_RS03185,WP_372480208.1,hypothetical protein
ACAH01_RS03190,WP_372480209.1,PINc/VapC family ATPase
ACAH01_RS03195,WP_012807830.1,hypothetical protein
ACAH01_RS03200,WP_012807829.1,nickel-responsive transcriptional regulator NikR
ACAH01_RS03205,WP_170092591.1,energy-coupling factor ABC transporter permease
ACAH01_RS03210,WP_372480210.1,PDGLE domain-containing protein
ACAH01_RS03215,WP_372480211.1,cobalt ECF transporter T component CbiQ
ACAH01_RS03220,WP_346775204.1,energy-coupling factor ABC transporter ATP-binding protein
ACAH01_RS03225,WP_372480212.1,hypothetical protein
ACAH01_RS03230,WP_372480213.1,VOC family protein
ACAH01_RS03235,WP_170092586.1,gamma-glutamyltransferase
ACAH01_RS03240,WP_170092585.1,hypothetical protein
ACAH01_RS03245,WP_170092584.1,PIN domain-containing protein
ACAH01_RS03250,WP_372480214.1,MFS transporter
ACAH01_RS03255,WP_208627186.1,hypothetical protein
ACAH01_RS03260,WP_372480215.1,DUF368 domain-containing protein
ACAH01_RS03265,WP_372480216.1,M20 family metallopeptidase
ACAH01_RS03270,WP_372480217.1,response regulator receiver protein
ACAH01_RS03275,WP_372480218.1,PAS domain S-box protein
ACAH01_RS03280,WP_372480219.1,RidA family protein
ACAH01_RS03285,WP_372480220.1,hypothetical protein
ACAH01_RS03290,WP_372480221.1,M48 family metallopeptidase
ACAH01_RS03295,WP_372480222.1,hypothetical protein
ACAH01_RS03300,WP_372480223.1,carboxypeptidase M32
ACAH01_RS03305,WP_372480224.1,methyl-accepting chemotaxis protein
ACAH01_RS03310,WP_372480225.1,molybdopterin-synthase adenylyltransferase MoeB
ACAH01_RS03315,WP_372480226.1,cobalamin-binding protein
ACAH01_RS03320,WP_170092572.1,50S ribosomal protein L15e
ACAH01_RS03325,WP_372480227.1,phytoene/squalene synthase family protein
ACAH01_RS03330,WP_170092570.1,hypothetical protein
ACAH01_RS03335,WP_208627175.1,helix-turn-helix domain-containing protein
ACAH01_RS03340,WP_170092568.1,ribonuclease R family protein
ACAH01_RS03345,WP_372480228.1,hypothetical protein
ACAH01_RS03350,WP_170092567.1,hypothetical protein
ACAH01_RS03355,WP_372480229.1,geranylgeranyl reductase family protein
ACAH01_RS03360,WP_012807798.1,antitoxin VapB family protein
ACAH01_RS03365,WP_372480230.1,type II toxin-antitoxin system VapC family toxin
ACAH01_RS03370,WP_372480231.1,aminomethyltransferase family protein
ACAH01_RS03375,WP_372480232.1,PGF-CTERM sorting domain-containing protein
ACAH01_RS03380,WP_372480233.1,hypothetical protein
ACAH01_RS03385,WP_372480234.1,aldo/keto reductase
ACAH01_RS03390,WP_018256486.1,hypothetical protein
ACAH01_RS03395,WP_153554417.1,hypothetical protein
ACAH01_RS03400,WP_372480235.1,hypothetical protein
ACAH01_RS03410,WP_372480236.1,nicotinate phosphoribosyltransferase
ACAH01_RS03415,WP_372480237.1,methyl-accepting chemotaxis protein
ACAH01_RS03420,WP_372480238.1,HalOD1 output domain-containing protein
ACAH01_RS03425,WP_372480239.1,Gfo/Idh/MocA family protein
ACAH01_RS03430,WP_372480240.1,hypothetical protein
ACAH01_RS03435,WP_372480241.1,aminopeptidase
ACAH01_RS03440,WP_372480242.1,dCTP deaminase
ACAH01_RS03445,WP_153554409.1,30S ribosomal protein S6e
ACAH01_RS03450,WP_170092555.1,hypothetical protein
ACAH01_RS03455,WP_372480243.1,CheF family chemotaxis protein
ACAH01_RS03460,WP_170092554.1,CheF family chemotaxis protein
ACAH01_RS03465,WP_170092553.1,HEAT repeat domain-containing protein
ACAH01_RS03470,WP_153554404.1,protein-glutamate O-methyltransferase CheR
ACAH01_RS03475,WP_372480244.1,chemotaxis protein CheA
ACAH01_RS03480,WP_170092550.1,chemotaxis response regulator protein-glutamate methylesterase
ACAH01_RS03485,WP_170092549.1,chemotaxis protein CheW
ACAH01_RS03490,WP_153554400.1,ATPase domain-containing protein
ACAH01_RS03495,WP_153554399.1,helix-turn-helix domain-containing protein
ACAH01_RS03500,WP_012807774.1,hypothetical protein
ACAH01_RS03505,WP_208627157.1,archaellin/type IV pilin N-terminal domain-containing protein
ACAH01_RS03510,WP_372480245.1,archaellin/type IV pilin N-terminal domain-containing protein
ACAH01_RS03515,WP_372480246.1,hypothetical protein
ACAH01_RS03520,WP_170092545.1,hypothetical protein
ACAH01_RS03525,WP_372480247.1,hypothetical protein
ACAH01_RS03530,WP_012807767.1,chemotaxis protein CheY
ACAH01_RS03535,WP_208627153.1,chemotaxis protein CheC
ACAH01_RS03540,WP_170092542.1,chemotaxis protein CheD
ACAH01_RS03545,WP_372480248.1,FlaD/FlaE family flagellar protein
ACAH01_RS03550,WP_170092540.1,flagellin
ACAH01_RS03555,WP_153554389.1,flagellar protein G
ACAH01_RS03560,WP_153554388.1,ATPase domain-containing protein
ACAH01_RS03565,WP_170092538.1,type II/IV secretion system ATPase subunit
ACAH01_RS03570,WP_372480249.1,archaellar assembly protein FlaJ
ACAH01_RS03575,WP_170092536.1,hypothetical protein
ACAH01_RS03580,WP_372480250.1,DUF5807 family protein
ACAH01_RS03585,WP_372480251.1,hypothetical protein
ACAH01_RS03590,WP_372480252.1,DHH family phosphoesterase
ACAH01_RS03595,WP_372480253.1,hypothetical protein
ACAH01_RS03600,WP_170092532.1,universal stress protein
ACAH01_RS03605,WP_153554379.1,universal stress protein
ACAH01_RS03610,WP_170092531.1,GNAT family N-acetyltransferase
ACAH01_RS03615,WP_153554377.1,universal stress protein
ACAH01_RS03620,WP_372480254.1,DUF5806 family protein
ACAH01_RS03625,WP_372480255.1,IS5 family transposase
ACAH01_RS03630,WP_372480256.1,hypothetical protein
ACAH01_RS03635,WP_372480257.1,dihydroorotase
ACAH01_RS03640,WP_170092521.1,lipoate--protein ligase family protein
ACAH01_RS03645,WP_372480788.1,hypothetical protein
ACAH01_RS03650,WP_372480258.1,cysteine hydrolase family protein
ACAH01_RS03655,WP_372480259.1,Hvo_1808 family surface protein
ACAH01_RS03660,WP_372480260.1,Hvo_1808 family surface protein
ACAH01_RS03665,WP_372480261.1,C-terminal binding protein
ACAH01_RS03670,WP_170092516.1,S49 family peptidase
ACAH01_RS03675,WP_170092515.1,DUF4350 domain-containing protein
ACAH01_RS03680,WP_372480262.1,NAD-dependent epimerase/dehydratase family protein
ACAH01_RS03685,WP_372480263.1,ABC transporter substrate-binding protein
ACAH01_RS03690,WP_372480264.1,ABC transporter ATP-binding protein
ACAH01_RS03695,WP_372480265.1,FecCD family ABC transporter permease
ACAH01_RS03700,NA,transposase
ACAH01_RS03705,WP_372480266.1,RIO1 family regulatory kinase/ATPase
ACAH01_RS03710,WP_372480267.1,hypothetical protein
ACAH01_RS03715,WP_372480268.1,hypothetical protein
ACAH01_RS03720,WP_012807721.1,thioesterase family protein
ACAH01_RS03725,WP_372480269.1,peptide-methionine (S)-S-oxide reductase MsrA
ACAH01_RS03730,WP_372480270.1,NADH-quinone oxidoreductase subunit D
ACAH01_RS03735,WP_372480271.1,biotin/lipoate A/B protein ligase family protein
ACAH01_RS03740,WP_372480272.1,hypothetical protein
ACAH01_RS03745,WP_170092506.1,deoxyribonuclease IV
ACAH01_RS03750,WP_372480273.1,ATP-binding protein
ACAH01_RS03755,WP_372480274.1,TrmB family transcriptional regulator sugar-binding domain-containing protein
ACAH01_RS03760,WP_372480275.1,class I SAM-dependent methyltransferase
ACAH01_RS03765,WP_170092502.1,hypothetical protein
ACAH01_RS03770,WP_372480276.1,CopD family protein
ACAH01_RS03775,WP_372480277.1,hypothetical protein
ACAH01_RS03780,WP_372480278.1,cache domain-containing protein
ACAH01_RS03785,WP_372480279.1,DUF2332 domain-containing protein
ACAH01_RS03790,WP_372480280.1,alpha/beta fold hydrolase
ACAH01_RS03795,WP_372480281.1,TIGR00269 family protein
ACAH01_RS03800,WP_372480282.1,FG-GAP repeat domain-containing protein
ACAH01_RS03805,WP_372480283.1,HalX domain-containing protein
ACAH01_RS03810,WP_372480284.1,hypothetical protein
ACAH01_RS03815,WP_372480285.1,hypothetical protein
